product_id,product_class_id,brand_name,product_name,sku,srp,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,cases_per_pallet,shelf_width,shelf_height,shelf_depth
233,83,Best Choice,Best Choice Avocado Dip,98498150706,2.4600,18.6,16.6,1,0,1,9,12.4,21.9,11.2
234,46,Best Choice,Best Choice Salted Pretzels,71217134594,2.7000,14.4,12.3,0,1,17,5,22.1,17.5,9.5
235,83,Best Choice,Best Choice Cheese Dip,90079469084,3.5500,11.5,8.5,0,0,35,10,7.91,22.0,14.7
236,83,Best Choice,Best Choice Fondue Mix,98134089112,1.8100,10.8,8.8,0,1,7,13,17.0,11.1,6.88
237,84,Best Choice,Best Choice Mini Donuts,86234189867,2.6800,21.6,19.6,1,1,23,14,12.0,9.93,12.8
238,17,Best Choice,Best Choice Beef Jerky,63526576161,1.9700,8.17,5.17,0,1,32,8,17.0,13.7,3.98
239,84,Best Choice,Best Choice Chocolate Donuts,86962313055,2.2100,16.5,14.5,1,1,5,14,22.7,17.9,10.7
240,12,Best Choice,Best Choice Low Fat Chips,33492465615,0.8600,7.13,6.13,0,1,33,12,5.62,5.04,10.9
241,82,Best Choice,Best Choice Sesame Crackers,50068098902,2.9100,21.5,20.5,1,0,24,9,20.2,6.32,5.83
242,45,Best Choice,Best Choice Frosted Cookies,20716846585,2.5900,9.51,7.51,0,1,23,8,10.1,20.1,11.4
243,109,Best Choice,Best Choice Dried Apples,72628116011,2.1100,6.6,3.59,1,1,6,11,16.6,20.2,16.7
244,109,Best Choice,Best Choice Apple Fruit Roll,47633801102,2.7000,7.29,4.28,1,1,22,5,12.5,8.36,13.4
245,109,Best Choice,Best Choice Strawberry Fruit Roll,68782836794,1.4900,9.9,6.89,0,0,19,6,5.81,17.6,12.0
246,109,Best Choice,Best Choice Raspberry Fruit Roll,13026288151,3.2100,18.8,17.7,1,0,22,7,22.9,8.59,11.1
247,109,Best Choice,Best Choice Grape Fruit Roll,93413090109,1.7800,13.0,10.0,0,0,17,9,8.47,14.1,12.1
248,109,Best Choice,Best Choice Dried Dates,72992177605,0.8600,14.7,12.6,1,1,26,10,7.37,4.48,8.54
249,109,Best Choice,Best Choice Raisins,32616745829,1.5900,20.0,18.0,0,0,28,9,16.1,20.6,6.27
250,109,Best Choice,Best Choice Golden Raisins,95335729718,2.5900,13.4,12.3,0,0,18,9,14.2,6.05,10.2
251,109,Best Choice,Best Choice Dried Apricots,78815221190,2.4400,18.6,16.6,0,0,14,12,3.88,6.7,22.9
252,84,Best Choice,Best Choice Frosted Donuts,20771971344,2.7100,20.7,17.7,0,0,2,6,6.65,13.7,4.18
253,36,Choice,Choice Tasty Candy Bar,74969941973,0.8900,18.2,15.2,0,1,34,14,15.3,10.5,19.3
254,36,Choice,Choice Mint Chocolate Bar,76164458394,0.5600,11.6,8.6,0,1,33,7,6.13,19.3,8.18
255,36,Choice,Choice Malted Milk Balls,99600195288,0.6400,8.65,6.64,0,1,34,6,13.6,12.7,3.48
256,36,Choice,Choice Semi-Sweet Chocolate Bar,46130347847,2.6500,21.7,20.7,1,0,28,14,10.0,18.3,11.2
257,37,Choice,Choice Bubble Gum,62705981135,0.5300,6.89,5.88,0,1,5,5,18.2,17.6,15.3
258,38,Choice,Choice Spicy Mints,68473899960,1.7200,18.6,16.6,1,0,27,7,7.26,17.5,13.5
259,38,Choice,Choice Mints,61363868117,1.9000,18.4,17.3,1,0,20,14,7.38,15.6,7.96
260,36,Choice,Choice White Chocolate Bar,36369553208,1.8400,21.9,18.8,0,0,16,7,17.0,21.6,13.7
261,5,Medalist,Medalist Ravioli,57518588900,3.3800,17.5,14.5,1,0,5,6,9.16,17.2,4.39
262,5,Medalist,Medalist Manicotti,91762040257,1.3400,21.0,20.0,1,0,31,9,17.4,21.1,5.19
263,5,Medalist,Medalist Spaghetti,82148842215,3.8000,13.9,11.8,1,0,1,7,4.53,17.5,6.78
264,57,Medalist,Medalist Thai Rice,61727929711,2.7800,18.7,16.7,1,1,24,6,22.0,15.9,7.16
265,57,Medalist,Medalist Rice Medly,21352497935,3.6100,10.7,9.69,1,1,6,13,4.52,10.1,14.0
266,43,Good,Good Imported Beer,84071481823,1.6200,6.89,5.88,0,0,13,12,16.2,13.4,7.12
267,44,Good,Good Light Wine,79031686186,0.8300,6.98,4.98,0,0,24,5,14.6,13.4,12.1
268,44,Good,Good Chardonnay Wine,99771395325,1.7300,9.26,7.26,0,0,20,13,6.06,14.7,11.4
269,44,Good,Good Chablis Wine,63969365954,2.8400,10.5,8.5,0,0,12,13,9.88,22.3,21.4
270,44,Good,Good Merlot Wine,65163882374,2.2400,9.71,6.71,1,0,35,13,4.16,6.7,16.6
271,44,Good,Good Chardonnay,88599619269,2.3700,12.0,9.0,1,0,31,12,15.6,7.97,15.9
272,44,Good,Good White Zinfandel Wine,35129771828,3.9100,7.07,6.07,1,0,2,10,8.64,19.8,17.5
273,43,Good,Good Light Beer,51705405116,2.1800,9.35,6.35,0,0,33,8,20.0,21.1,16.8
274,27,Great,Great Pumpernickel Bread,57473323941,3.7400,8.5,7.5,0,1,21,9,14.3,5.48,12.1
275,27,Great,Great White Bread,19384593367,3.2700,17.4,14.3,1,0,35,11,12.6,14.2,18.5
276,27,Great,Great Rye Bread,84390278458,3.8600,6.2,5.19,1,1,11,8,9.13,19.2,8.96
277,26,Great,Great English Muffins,68952094912,2.4100,11.5,9.5,0,1,24,6,16.7,22.1,16.6
278,26,Great,Great Cranberry Muffins,13195546269,3.3600,8.55,5.55,1,1,2,7,14.4,9.99,9.49
279,26,Great,Great Muffins,93582348227,2.8200,6.44,5.44,0,1,18,5,7.53,10.1,14.5
280,25,Great,Great Bagels,73161435723,1.8100,6.29,3.28,0,0,34,7,17.5,13.7,11.4
281,26,Great,Great Blueberry Muffins,32786003947,2.6300,10.1,8.1,1,1,28,6,19.4,10.9,4.61
282,27,Great,Great Wheat Bread,95504987835,0.9300,13.6,11.6,1,0,30,7,7.43,17.0,15.4
283,49,Super,Super Sesame Oil,90465192198,2.7300,17.5,14.5,1,1,3,13,21.1,13.1,18.4
284,53,Super,Super Chunky Peanut Butter,32421942353,0.9900,7.71,5.71,0,1,22,9,4.45,17.2,13.4
285,51,Super,Super Hot Chocolate,86619912981,1.8600,9.85,7.85,0,1,28,7,15.6,18.7,17.1
286,50,Super,Super Brown Sugar,63912299275,1.4200,8.25,7.25,1,0,35,9,20.1,5.57,14.5
287,50,Super,Super White Sugar,10033125281,1.5600,11.7,10.6,1,1,21,5,18.3,14.9,17.8
288,90,Super,Super French Roast Coffee,46563277840,2.8600,18.9,16.8,0,0,33,8,4.62,21.2,12.4
289,90,Super,Super Decaf Coffee,39236781001,1.3700,7.96,5.96,0,0,16,10,9.75,20.5,20.8
290,90,Super,Super Regular Coffee,45004699826,1.7000,6.09,3.09,1,0,14,5,12.3,14.9,21.3
291,49,Super,Super Vegetable Oil,30818099379,2.2200,9.24,7.23,0,0,32,11,9.32,22.9,10.3
292,49,Super,Super Corn Oil,95823784470,1.8100,7.64,5.63,0,1,23,8,3.9,4.2,5.24
293,48,Super,Super Tomato Sauce,26972820162,1.6000,10.6,8.6,0,0,5,9,9.82,22.4,21.1
294,49,Super,Super Canola Oil,37314141392,1.3200,10.9,7.89,0,1,30,10,13.4,19.4,10.4
295,33,Super,Super Grape Preserves,27700943350,3.1200,9.4,8.39,1,1,21,13,16.2,6.24,12.8
296,90,Super,Super Columbian Coffee,62951875329,0.5000,11.0,8.0,1,0,36,7,5.45,19.9,21.7
297,31,Super,Super Strawberry Jelly,22576443552,0.9000,17.4,14.3,0,1,26,8,17.4,18.1,14.7
298,4,Super,Super Pepper,61393297314,2.8300,17.7,15.7,0,1,34,11,19.3,9.38,8.49
299,33,Super,Super Low Fat Apple Butter,80255631804,1.6800,16.6,14.6,0,0,27,12,15.0,14.0,3.22
300,4,Super,Super Salt,22212381958,2.9400,16.8,14.7,1,0,5,8,8.62,16.5,15.0
301,33,Super,Super Apple Butter,76410352587,0.5300,10.8,8.8,0,1,22,13,18.4,6.37,21.3
302,4,Super,Super Oregano,53702738881,3.4500,13.7,11.6,1,0,26,7,5.84,15.7,17.2
303,31,Super,Super Apple Jelly,11040605902,2.5800,13.6,11.6,1,1,32,8,5.96,13.7,11.7
304,32,Super,Super Grape Jam,47570758461,1.8900,10.1,8.1,1,0,24,10,22.1,20.4,14.6
305,32,Super,Super Apple Jam,29027220606,3.3900,6.72,5.71,0,1,4,10,7.47,17.2,20.1
306,32,Super,Super Strawberry Jam,34795139431,3.9600,16.5,14.5,0,1,29,13,21.0,9.34,3.8
307,53,Super,Super Creamy Peanut Butter,20608538985,1.4800,18.2,15.2,0,1,9,10,9.67,16.3,7.67
308,33,Super,Super Strawberry Preserves,61712093949,2.1800,8.82,7.81,0,1,24,10,15.3,6.02,7.47
309,53,Super,Super Extra Chunky Peanut Butter,16763259768,3.6200,18.7,17.7,1,1,6,13,5.92,11.4,13.7
310,33,Super,Super Apple Preserves,27104580998,0.7600,10.8,8.8,1,1,29,11,16.4,22.2,13.1
311,31,Super,Super Grape Jelly,17491382956,2.1500,9.67,8.67,0,0,5,9,13.2,20.2,17.8
312,30,Excellent,Excellent Berry Juice,20972600579,2.1300,12.6,10.6,1,0,2,12,12.4,8.55,3.71
313,52,Excellent,Excellent Mango Drink,11575867533,2.8500,7.12,5.11,0,1,16,12,4.89,3.73,10.4
314,52,Excellent,Excellent Strawberry Drink,50392721295,1.8500,9.26,7.26,0,1,22,10,16.0,5.25,14.1
315,19,Excellent,Excellent Cream Soda,69255055785,0.9600,15.5,14.5,0,0,29,12,18.0,7.06,4.09
316,19,Excellent,Excellent Diet Soda,77309675812,1.3100,7.28,5.28,1,0,22,9,16.8,4.27,21.6
317,19,Excellent,Excellent Cola,65409776568,2.1800,13.1,11.1,1,0,22,14,7.56,10.2,19.8
318,19,Excellent,Excellent Diet Cola,42702162861,2.4700,17.8,16.7,1,0,8,12,9.17,10.5,13.3
319,30,Excellent,Excellent Orange Juice,90040029883,1.6000,9.58,7.57,0,0,6,12,7.97,7.76,10.9
320,30,Excellent,Excellent Cranberry Juice,36570182442,3.2600,16.4,14.3,0,0,14,12,13.6,3.87,13.7
321,30,Excellent,Excellent Apple Juice,29243685603,2.4100,13.2,12.1,1,0,13,13,17.7,9.2,14.7
322,52,Excellent,Excellent Apple Drink,35011604428,2.9800,12.8,10.8,0,0,28,8,14.0,21.3,4.84
323,35,Best,Best Oatmeal,75705832839,3.5000,15.4,12.3,0,1,19,6,7.44,19.6,18.4
324,35,Best,Best Corn Puffs,50711517930,1.9700,7.43,5.42,0,0,13,9,19.9,8.22,22.8
325,35,Best,Best Wheat Puffs,71860553622,1.5100,19.1,18.1,1,0,29,7,19.3,20.4,8.52
326,35,Best,Best Grits,16104004979,2.4700,8.87,6.86,1,0,5,11,20.4,7.75,13.6
327,62,Better,Better Canned Beets,96490806937,0.6000,8.6,7.6,0,1,26,10,18.5,18.8,8.49
328,62,Better,Better Creamed Corn,99972024559,1.2600,11.6,10.6,1,0,26,9,4.6,5.99,19.4
329,62,Better,Better Canned String Beans,59596592783,1.7400,10.9,8.89,1,1,22,8,3.61,20.6,14.0
330,58,Better,Better Chicken Soup,98413446545,3.9800,7.47,5.46,0,0,8,7,19.9,16.2,11.9
331,62,Better,Better Canned Yams,57990807890,2.8300,15.9,13.8,0,0,22,14,3.51,13.7,18.7
332,58,Better,Better Vegetable Soup,66045427918,2.2100,9.36,7.35,0,0,25,8,22.8,21.3,7.64
333,62,Better,Better Canned Tomatos,54145528674,1.3200,17.9,16.8,0,1,33,14,5.86,12.2,9.37
334,58,Better,Better Noodle Soup,31437914967,0.7800,9.0,8.0,1,0,26,7,13.7,18.5,19.0
335,58,Better,Better Regular Ramen Soup,78775781989,3.7400,8.73,6.72,1,0,17,13,6.99,17.7,8.37
336,58,Better,Better Chicken Noodle Soup,25305934548,1.1500,13.1,11.1,1,0,2,10,19.9,3.92,3.89
337,58,Better,Better Turkey Noodle Soup,17979437708,0.7500,8.34,7.34,1,1,9,10,18.4,21.6,4.76
338,58,Better,Better Beef Soup,23747356534,0.5700,16.9,14.8,1,0,6,10,11.3,18.0,8.98
339,62,Better,Better Canned Peas,75658625960,1.4000,21.3,19.2,1,1,31,9,14.3,18.6,22.0
340,58,Better,Better Chicken Ramen Soup,50664311051,0.6300,16.0,13.0,1,1,6,12,20.5,5.21,15.5
341,93,Better,Better Canned Tuna in Water,60596305727,2.7700,21.7,19.7,0,0,19,6,22.9,19.2,3.0
342,93,Better,Better Canned Tuna in Oil,94839757084,1.5000,14.2,13.1,1,1,26,11,17.7,4.6,17.2
343,94,Better,Better Large Canned Shrimp,85226559042,2.3000,8.55,6.55,0,0,29,10,10.5,6.7,13.3
344,95,Better,Better Fancy Canned Anchovies,88707776665,2.2800,10.5,7.5,1,1,24,5,14.0,9.34,14.6
345,96,Better,Better Fancy Canned Clams,24430214762,2.1100,17.6,16.6,1,1,36,12,12.0,10.1,21.7
346,97,Better,Better Fancy Canned Oysters,87149198651,2.1200,15.6,12.6,0,0,30,8,12.9,18.0,4.3
347,98,Better,Better Fancy Canned Sardines,16011533141,1.2000,11.8,8.8,0,1,7,12,14.2,9.13,9.88
348,58,Better,Better Rice Soup,24066153168,1.2300,7.98,5.98,1,0,25,5,7.29,14.6,7.97
349,3,Swell,Swell Canned Mixed Fruit,65579034686,2.3400,8.62,7.61,0,1,3,7,5.14,16.2,12.0
350,3,Swell,Swell Canned Peaches,42871420979,1.6300,15.3,12.3,1,0,12,8,9.54,3.6,6.82
351,89,ADJ,ADJ Rosy Sunglasses,66307157874,2.7600,19.6,18.6,1,0,26,8,13.6,17.5,9.84
352,103,Black Tie,Black Tie Eyeglass Screwdriver,36739440560,0.6700,10.6,8.6,0,0,8,7,6.19,12.4,17.6
353,102,Black Tie,Black Tie City Map,29412943720,1.5700,8.78,7.77,1,0,1,14,17.1,16.7,3.26
354,15,Carlson,Carlson Low Fat Cottage Cheese,35180862545,2.2500,9.77,8.77,0,0,8,5,20.2,7.92,17.9
355,14,Carlson,Carlson Low Fat Sour Cream,87092131972,0.8100,12.2,11.1,0,0,17,7,22.2,20.3,14.4
356,14,Carlson,Carlson Sour Cream,62097817063,2.3600,8.79,5.78,1,0,33,6,7.61,17.0,19.9
357,11,Carlson,Carlson Jack Cheese,83246852755,1.8000,12.2,9.19,1,1,17,6,15.9,20.8,20.7
358,11,Carlson,Carlson Muenster Cheese,16273263096,3.7500,19.3,16.2,0,0,30,10,14.8,6.08,22.9
359,11,Carlson,Carlson String Cheese,96660065054,1.3200,20.9,18.8,1,0,16,6,15.2,7.58,19.2
360,11,Carlson,Carlson Low Fat String Cheese,10141282677,1.3100,9.8,6.8,1,1,20,10,20.4,4.85,22.1
361,11,Carlson,Carlson Havarti Cheese,35863720774,1.1300,14.1,12.1,1,0,15,12,14.7,13.2,22.6
362,11,Carlson,Carlson Head Cheese,98582704663,3.9700,10.8,9.8,0,0,26,9,18.3,9.91,13.1
363,11,Carlson,Carlson Cheese Spread,27445039153,1.8200,8.71,6.71,1,1,22,13,12.2,10.1,15.5
364,11,Carlson,Carlson Sharp Cheddar Cheese,35499659180,2.2000,17.1,15.1,0,0,7,10,17.1,9.87,7.25
365,11,Carlson,Carlson Mild Cheddar Cheese,23599759936,3.9600,11.9,9.89,1,0,29,5,21.6,16.4,5.76
366,15,Carlson,Carlson Large Curd Cottage Cheese,90892146229,2.3600,19.6,16.6,1,0,32,11,20.3,22.7,22.7
367,76,Carlson,Carlson 2% Milk,55306581854,3.4900,11.6,9.6,1,0,27,5,12.9,11.4,7.15
368,76,Carlson,Carlson Buttermilk,91836734414,1.1400,14.4,12.3,0,0,13,12,4.92,9.36,21.2
369,76,Carlson,Carlson Chocolate Milk,18412367701,2.3000,19.4,17.3,0,0,31,13,10.0,8.6,9.71
370,76,Carlson,Carlson 1% Milk,24180286526,0.9200,6.63,5.63,1,0,35,13,17.9,11.1,13.6
371,76,Carlson,Carlson Whole Milk,76091555953,0.6600,9.78,7.77,1,0,13,5,14.9,19.1,22.6
372,6,Carlson,Carlson Strawberry Yogurt,51097241044,3.9800,14.8,12.8,0,0,30,7,20.0,18.3,11.0
373,6,Carlson,Carlson Blueberry Yogurt,72246276736,2.7600,11.9,10.8,1,1,19,13,6.33,9.54,21.3
374,81,Moms,Moms Chicken Hot Dogs,16489728093,1.4900,11.3,10.3,1,0,32,6,13.7,18.6,18.4
375,91,Moms,Moms Pimento Loaf,96876530051,2.2900,18.4,17.3,1,0,27,13,11.5,10.5,10.5
376,91,Moms,Moms Beef Bologna,64974904656,2.2700,12.3,11.3,0,1,3,5,11.8,12.6,4.38
377,91,Moms,Moms Low Fat Bologna,24599472880,2.1000,18.0,17.0,0,0,7,12,3.03,14.3,6.97
378,81,Moms,Moms Turkey Hot Dogs,87318456768,1.1100,17.3,16.2,1,1,6,14,3.21,6.91,8.95
379,81,Moms,Moms Foot-Long Hot Dogs,82278661131,3.8500,16.2,14.2,1,0,34,6,18.9,11.5,3.68
380,16,Moms,Moms Low Fat Cole Slaw,24235411286,1.2200,21.4,19.3,1,1,6,7,17.7,22.1,18.9
381,16,Moms,Moms Cole Slaw,78433381915,2.3300,10.3,8.3,1,1,23,12,22.2,3.9,21.7
382,77,Moms,Moms Roasted Chicken,79627898335,1.6200,10.2,8.19,1,1,27,6,12.4,16.3,13.7
383,8,Moms,Moms Corned Beef,13063635230,2.7500,13.2,11.1,1,1,33,7,9.78,11.3,12.1
384,8,Moms,Moms Sliced Turkey,49593787789,0.5400,14.7,12.6,1,1,25,9,11.2,6.15,18.5
385,8,Moms,Moms Sliced Ham,31050249934,1.5600,11.3,9.3,0,0,5,9,16.6,22.8,3.99
386,16,Moms,Moms Potato Salad,36818168759,2.2300,16.9,13.8,1,1,15,10,14.4,9.91,19.5
387,8,Moms,Moms Sliced Chicken,88729438185,2.4100,17.7,16.7,1,0,14,8,19.0,21.3,13.6
388,66,Urban,Urban Small Brown Eggs,63735123276,2.3500,19.3,17.2,1,1,35,12,19.4,22.8,10.0
389,66,Urban,Urban Large Brown Eggs,84884158968,1.7900,14.1,12.1,0,0,27,10,14.0,3.86,6.05
390,66,Urban,Urban Small Eggs,29127610325,3.7400,10.3,8.3,1,0,34,9,5.77,7.19,19.1
391,66,Urban,Urban Large Eggs,19514412283,1.3100,9.21,7.21,0,0,9,7,22.5,5.17,3.87
392,66,Urban,Urban Egg Substitute,89093499779,1.3000,13.0,10.0,0,1,29,13,5.84,9.12,19.4
393,34,Big Time,Big Time Low Fat Waffles,48718068003,1.1200,21.5,19.5,1,0,14,9,10.6,8.88,11.1
394,110,Big Time,Big Time Orange Popsicles,76317880749,3.1300,10.4,7.39,1,0,13,12,5.83,11.7,16.5
395,100,Big Time,Big Time Frozen Chicken Breast,71278085112,2.2200,8.3,6.3,1,0,30,6,18.9,11.8,21.5
396,29,Big Time,Big Time Frozen Pancakes,13234835267,3.2400,16.3,14.2,1,0,25,10,11.4,20.4,5.92
397,63,Big Time,Big Time Low Fat French Fries,67432805895,1.3500,12.0,9.0,0,0,5,7,10.8,12.6,11.6
398,64,Big Time,Big Time Frozen Sausage Pizza,68627322316,0.8000,15.5,12.5,1,1,7,7,18.8,18.7,22.4
399,34,Big Time,Big Time Blueberry Waffles,92063059210,0.8700,10.2,8.19,0,0,29,7,15.1,19.7,13.4
400,63,Big Time,Big Time Fajita French Fries,38593211770,1.4300,9.57,8.56,1,0,34,10,15.8,18.9,20.4
401,34,Big Time,Big Time Waffles,55168845057,0.7000,13.9,11.8,0,0,30,8,20.1,21.7,18.4
402,64,Big Time,Big Time Frozen Pepperoni Pizza,60936763882,1.1300,9.16,7.15,1,1,8,5,7.49,11.6,11.8
403,64,Big Time,Big Time Frozen Cheese Pizza,77728862166,1.5500,13.6,11.6,1,1,33,6,9.78,16.6,4.85
404,64,Big Time,Big Time Frozen Mushroom Pizza,52734547257,1.2500,6.98,3.98,1,0,35,9,9.14,4.28,13.8
405,34,Big Time,Big Time Apple Cinnamon Waffles,73883582949,3.6900,19.6,17.6,0,0,33,12,13.3,7.65,9.24
406,60,Big Time,Big Time Frozen Carrots,18127034306,1.6400,20.7,18.7,0,0,1,8,22.8,4.74,20.6
407,10,Big Time,Big Time Turkey TV Dinner,98513836264,3.2100,6.35,5.34,0,1,34,9,13.2,20.6,14.5
408,10,Big Time,Big Time Chicken TV Dinner,78092923760,2.2000,15.7,14.6,1,1,19,6,11.5,14.9,13.4
409,10,Big Time,Big Time Beef TV Dinner,37717491984,3.9100,10.9,8.89,1,1,15,11,10.0,12.6,14.3
410,28,Big Time,Big Time Pancake Mix,10436475872,1.2600,19.8,18.7,0,1,8,7,7.9,19.1,13.4
411,110,Big Time,Big Time Grape Popsicles,95396680235,0.5100,8.25,7.25,1,1,33,6,10.9,19.7,6.45
412,63,Big Time,Big Time Home Style French Fries,91970587372,1.3800,18.9,15.8,1,1,14,12,17.1,6.28,19.9
413,110,Big Time,Big Time Lime Popsicles,56168558001,2.2500,18.4,17.3,1,0,28,6,14.2,12.0,4.55
414,9,Big Time,Big Time Ice Cream,33460944294,2.7700,19.9,16.8,1,1,3,12,12.0,19.9,16.3
415,9,Big Time,Big Time Ice Cream Sandwich,80798811316,2.9100,17.4,16.3,1,1,6,10,21.9,18.9,16.5
416,60,Big Time,Big Time Frozen Cauliflower,27328963875,3.3200,7.2,6.19,1,0,21,8,21.7,4.05,16.6
417,60,Big Time,Big Time Frozen Broccoli,20002467036,2.7200,14.2,12.1,1,0,4,9,19.7,4.82,3.76
418,60,Big Time,Big Time Frozen Corn,25770385861,3.1600,13.2,11.1,1,0,15,13,4.8,8.34,15.9
419,60,Big Time,Big Time Frozen Peas,11583785414,3.5700,8.5,6.5,0,0,10,9,22.0,3.84,11.8
420,9,Big Time,Big Time Popsicles,41470299363,2.2700,20.6,19.6,1,1,29,12,15.0,9.4,9.94
421,100,Big Time,Big Time Frozen Chicken Thighs,62619335055,2.9500,6.19,4.19,1,0,23,11,16.9,6.53,3.71
422,100,Big Time,Big Time Frozen Chicken Wings,72960656285,3.6700,7.87,5.86,0,1,33,12,16.0,5.8,15.0
423,110,Big Time,Big Time Lemon Popsicles,63347458243,1.4700,17.2,15.2,0,1,5,9,5.5,7.84,21.5
424,78,Steady,Steady Silky Smooth Hair Conditioner,66828675866,1.4500,9.65,7.64,1,0,14,7,21.1,17.6,10.7
425,39,Steady,Steady Tartar Control Toothpaste,26453244090,1.2800,9.18,6.18,0,0,29,7,18.9,20.9,20.9
426,39,Steady,Steady Whitening Toothpast,65270097851,0.6000,11.5,10.5,0,0,30,13,8.92,11.0,20.1
427,39,Steady,Steady Toothpaste,84132432341,2.1400,8.89,5.89,0,0,26,7,13.5,13.0,16.0
428,39,Steady,Steady Deodorant,26089182496,0.6700,8.43,7.43,0,0,6,7,11.3,16.3,6.18
429,79,Steady,Steady Conditioning Shampoo,67602064013,1.5100,12.0,10.0,1,0,7,13,21.2,6.71,4.93
430,79,Steady,Steady Extra Moisture Shampoo,44894450306,1.8000,11.5,8.5,1,0,32,12,19.0,10.0,15.0
431,88,Steady,Steady Angled Toothbrush,92232317328,0.9600,19.9,18.8,0,0,11,12,18.4,3.9,7.5
432,79,Steady,Steady Apricot Shampoo,38762469887,2.3500,11.3,9.3,0,0,13,9,13.7,22.1,10.2
433,70,Steady,Steady Childrens Aspirin,31435973048,1.7400,10.8,8.8,1,0,28,9,11.5,5.49,20.3
434,70,Steady,Steady Buffered Aspirin,37203891873,1.4200,19.1,18.1,0,0,17,8,10.8,19.3,12.7
435,71,Steady,Steady 200 MG Ibuprofen,23017291426,2.8300,11.8,9.8,1,0,18,6,6.09,17.8,14.9
436,72,Steady,Steady 200 MG Acetominifen,64120846390,1.5300,6.32,4.32,0,0,33,5,18.5,13.0,21.6
437,73,Steady,Steady HCL Nasal Spray,19172012209,1.9700,19.9,17.8,0,0,14,9,8.21,5.08,12.3
438,73,Steady,Steady Dishwasher Detergent,84394162297,1.9300,19.5,16.5,1,0,35,12,5.99,8.38,22.5
439,75,Steady,Steady Multi-Symptom Cold Remedy,74780964255,3.5000,21.8,20.7,1,0,1,10,15.9,18.5,21.8
440,75,Steady,Steady Childrens Cold Remedy,78262181878,0.6700,19.2,17.2,1,0,26,9,20.6,20.5,17.6
441,74,Steady,Steady Laundry Detergent,37886750102,0.5700,13.7,10.6,1,0,6,8,13.1,15.7,4.37
442,74,Steady,Steady Mint Mouthwash,76703603863,2.2400,21.1,20.1,0,0,8,6,8.4,14.0,7.08
443,80,Red Wing,Red Wing 60 Watt Lightbulb,95565938353,1.3300,20.6,18.6,1,0,29,10,6.18,17.3,17.2
444,56,Red Wing,Red Wing Plastic Forks,13620558381,2.5900,20.1,18.1,0,0,9,10,20.4,22.5,7.8
445,56,Red Wing,Red Wing Plastic Spoons,91720659136,3.4600,16.5,15.5,1,0,17,11,21.0,8.96,13.9
446,56,Red Wing,Red Wing Plastic Knives,69013045430,3.7500,11.0,9.0,0,0,31,10,13.4,4.14,20.6
447,101,Red Wing,Red Wing C-Size Batteries,81231741309,2.8800,19.4,17.3,1,0,15,6,12.8,18.0,13.0
448,80,Red Wing,Red Wing 100 Watt Lightbulb,27761893868,1.5400,15.8,14.8,0,0,23,7,13.4,4.44,19.2
449,101,Red Wing,Red Wing AAA-Size Batteries,20435397028,3.6900,10.3,8.3,1,0,9,10,5.9,19.6,5.93
450,55,Red Wing,Red Wing Paper Plates,26203315854,3.3700,18.9,17.8,0,0,18,10,10.2,3.56,13.2
451,55,Red Wing,Red Wing Paper Cups,78114585280,1.7800,13.4,11.3,1,0,25,11,22.7,18.7,19.9
452,80,Red Wing,Red Wing 75 Watt Lightbulb,53120270371,2.4800,11.1,8.1,0,0,5,11,3.26,5.32,5.54
453,22,Red Wing,Red Wing Toilet Bowl Cleaner,74269306063,2.9200,19.4,18.3,1,0,24,6,22.6,19.2,17.9
454,22,Red Wing,Red Wing Counter Cleaner,18512757420,0.9300,14.0,12.0,0,0,3,6,15.0,14.3,4.68
455,22,Red Wing,Red Wing Glass Cleaner,64571403861,1.6800,10.4,7.39,1,0,11,7,15.6,20.7,10.8
456,80,Red Wing,Red Wing 25 Watt Lightbulb,68052621483,2.6700,13.7,12.6,1,0,30,11,9.73,6.56,19.8
457,101,Red Wing,Red Wing AA-Size Batteries,27677189707,2.2600,13.2,11.1,1,0,10,11,7.51,9.86,9.95
458,101,Red Wing,Red Wing D-Size Batteries,66494043469,1.5000,16.8,14.7,1,0,10,9,17.4,20.1,8.7
459,18,Red Wing,Red Wing Paper Towels,85356377959,0.6400,16.4,15.3,0,0,31,12,15.2,3.49,18.8
460,18,Red Wing,Red Wing Soft Napkins,93410997986,1.6100,13.7,11.6,1,0,21,11,19.8,5.52,14.6
461,18,Red Wing,Red Wing Scented Tissue,81511098742,2.7200,16.1,13.1,0,0,23,8,9.86,15.6,13.9
462,18,Red Wing,Red Wing Toilet Paper,58803485035,2.1200,15.6,14.6,1,0,2,8,7.65,18.9,4.12
463,18,Red Wing,Red Wing Tissues,16141352057,1.2500,8.28,5.27,1,0,18,12,11.9,22.9,11.4
464,18,Red Wing,Red Wing Scented Toilet Tissue,41454463601,3.5600,15.6,14.6,1,0,20,9,7.28,21.1,14.1
465,20,Red Wing,Red Wing Room Freshener,34127966761,2.9500,15.2,13.1,0,0,35,9,5.06,4.5,4.26
466,40,Red Wing,Red Wing Frying Pan,39895885586,2.6300,8.79,5.78,0,0,23,8,4.36,18.5,16.1
467,87,Red Wing,Red Wing Copper Cleaner,91807155013,3.8100,8.33,7.32,1,0,3,7,22.1,21.8,6.3
