product_id,brand_name,product_name,sku,srp,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,cases_per_pallet,shelf_width,shelf_height,shelf_depth,product_subcategory,product_category,product_department,product_family
1337,Carrington,Carrington Blueberry Waffles,20035340189,0.57,7.64,5.63,0,1,22,12,8.84,13.5,4.5,Waffles,Breakfast Foods,Frozen Foods,Food
1339,Carrington,Carrington Waffles,77714528441,1.31,10.4,8.39,1,1,32,7,16.3,20.9,14.8,Waffles,Breakfast Foods,Frozen Foods,Food
1343,Carrington,Carrington Apple Cinnamon Waffles,98499502539,2.87,13.7,11.6,1,1,36,7,11.0,17.9,6.27,Waffles,Breakfast Foods,Frozen Foods,Food
83,Golden,Golden Orange Popsicles,36548671126,3.88,18.0,17.0,1,0,11,10,10.7,3.3,21.5,Popsicles,Frozen Desserts,Frozen Foods,Food
100,Golden,Golden Grape Popsicles,90290108323,1.95,9.49,8.48,1,1,6,7,9.3,16.1,6.34,Popsicles,Frozen Desserts,Frozen Foods,Food
102,Golden,Golden Lime Popsicles,55682595372,2.45,18.2,17.2,0,1,16,10,6.01,18.3,14.8,Popsicles,Frozen Desserts,Frozen Foods,Food
112,Golden,Golden Lemon Popsicles,89050326943,1.13,9.35,7.35,0,1,35,5,21.9,15.0,13.8,Popsicles,Frozen Desserts,Frozen Foods,Food
394,Big Time,Big Time Orange Popsicles,76317880749,3.13,10.4,7.39,1,0,13,12,5.83,11.7,16.5,Popsicles,Frozen Desserts,Frozen Foods,Food
411,Big Time,Big Time Grape Popsicles,95396680235,0.51,8.25,7.25,1,1,33,6,10.9,19.7,6.45,Popsicles,Frozen Desserts,Frozen Foods,Food
413,Big Time,Big Time Lime Popsicles,56168558001,2.25,18.4,17.3,1,0,28,6,14.2,12.0,4.55,Popsicles,Frozen Desserts,Frozen Foods,Food
423,Big Time,Big Time Lemon Popsicles,63347458243,1.47,17.2,15.2,0,1,5,9,5.5,7.84,21.5,Popsicles,Frozen Desserts,Frozen Foods,Food
705,Imagine,Imagine Orange Popsicles,83447481989,0.88,12.2,9.19,0,0,30,12,11.5,12.0,9.09,Popsicles,Frozen Desserts,Frozen Foods,Food
722,Imagine,Imagine Grape Popsicles,10648906826,2.83,20.2,18.2,0,1,27,8,12.6,19.3,13.8,Popsicles,Frozen Desserts,Frozen Foods,Food
724,Imagine,Imagine Lime Popsicles,37565861344,2.94,19.3,17.2,0,0,34,6,21.1,10.9,20.3,Popsicles,Frozen Desserts,Frozen Foods,Food
734,Imagine,Imagine Lemon Popsicles,66360190510,0.63,19.1,16.1,0,0,10,14,20.5,7.11,11.5,Popsicles,Frozen Desserts,Frozen Foods,Food
1021,PigTail,PigTail Orange Popsicles,14444887042,1.22,12.6,10.6,0,1,23,8,10.7,19.1,3.39,Popsicles,Frozen Desserts,Frozen Foods,Food
1038,PigTail,PigTail Grape Popsicles,94638827443,0.74,16.5,14.5,0,1,5,7,17.5,12.7,19.4,Popsicles,Frozen Desserts,Frozen Foods,Food
1040,PigTail,PigTail Lime Popsicles,64604716897,1.32,17.0,15.0,0,1,14,8,13.6,18.9,10.5,Popsicles,Frozen Desserts,Frozen Foods,Food
1050,PigTail,PigTail Lemon Popsicles,36447980999,1.28,15.3,13.3,1,0,8,8,19.2,17.2,12.1,Popsicles,Frozen Desserts,Frozen Foods,Food
1332,Carrington,Carrington Orange Popsicles,46533108353,0.69,14.7,12.6,1,0,14,12,20.8,8.17,10.5,Popsicles,Frozen Desserts,Frozen Foods,Food
1349,Carrington,Carrington Grape Popsicles,56417896151,2.9,12.5,10.5,0,1,11,11,22.8,4.77,5.87,Popsicles,Frozen Desserts,Frozen Foods,Food
1351,Carrington,Carrington Lime Popsicles,81048149466,1.67,20.2,18.2,0,0,21,13,16.4,15.8,19.6,Popsicles,Frozen Desserts,Frozen Foods,Food
1361,Carrington,Carrington Lemon Popsicles,26702582240,1.81,11.5,9.5,1,0,6,8,9.66,19.1,13.6,Popsicles,Frozen Desserts,Frozen Foods,Food
84,Golden,Golden Frozen Chicken Breast,11554356217,2.81,14.6,11.6,0,0,3,10,4.7,3.34,4.44,Frozen Chicken,Meat,Frozen Foods,Food
110,Golden,Golden Frozen Chicken Thighs,29084437489,2.35,12.0,10.0,1,1,34,13,22.3,10.2,6.75,Frozen Chicken,Meat,Frozen Foods,Food
111,Golden,Golden Frozen Chicken Wings,52520174384,3.48,15.4,13.3,1,1,17,12,22.0,10.7,10.0,Frozen Chicken,Meat,Frozen Foods,Food
395,Big Time,Big Time Frozen Chicken Breast,71278085112,2.22,8.3,6.3,1,0,30,6,18.9,11.8,21.5,Frozen Chicken,Meat,Frozen Foods,Food
421,Big Time,Big Time Frozen Chicken Thighs,62619335055,2.95,6.19,4.19,1,0,23,11,16.9,6.53,3.71,Frozen Chicken,Meat,Frozen Foods,Food
422,Big Time,Big Time Frozen Chicken Wings,72960656285,3.67,7.87,5.86,0,1,33,12,16.0,5.8,15.0,Frozen Chicken,Meat,Frozen Foods,Food
706,Imagine,Imagine Frozen Chicken Breast,89215400815,3.46,11.0,8.0,0,1,24,9,15.6,22.0,11.7,Frozen Chicken,Meat,Frozen Foods,Food
732,Imagine,Imagine Frozen Chicken Thighs,10967703461,0.91,9.91,7.9,1,0,9,7,21.8,17.0,8.21,Frozen Chicken,Meat,Frozen Foods,Food
733,Imagine,Imagine Frozen Chicken Wings,89067804217,1.95,16.6,13.6,1,1,2,11,15.5,3.33,20.5,Frozen Chicken,Meat,Frozen Foods,Food
1022,PigTail,PigTail Frozen Chicken Breast,15639403462,1.51,12.5,10.5,1,1,27,13,20.2,16.1,15.3,Frozen Chicken,Meat,Frozen Foods,Food
1048,PigTail,PigTail Frozen Chicken Thighs,14104428887,2.21,19.5,17.5,1,1,35,12,13.0,12.4,4.74,Frozen Chicken,Meat,Frozen Foods,Food
1049,PigTail,PigTail Frozen Chicken Wings,63728997111,3.93,8.35,5.35,0,0,27,14,19.3,3.07,17.6,Frozen Chicken,Meat,Frozen Foods,Food
1333,Carrington,Carrington Frozen Chicken Breast,91584274172,0.93,9.92,8.92,1,1,21,12,19.3,5.89,11.3,Frozen Chicken,Meat,Frozen Foods,Food
1359,Carrington,Carrington Frozen Chicken Thighs,87498926520,1.24,21.5,19.5,1,1,12,6,6.07,8.19,9.27,Frozen Chicken,Meat,Frozen Foods,Food
1360,Carrington,Carrington Frozen Chicken Wings,34029079079,2.42,9.4,8.39,0,1,11,7,18.0,19.8,19.9,Frozen Chicken,Meat,Frozen Foods,Food
85,Golden,Golden Frozen Pancakes,32703391909,1.36,7.12,5.11,0,1,29,11,9.53,3.09,16.1,Pancakes,Breakfast Foods,Frozen Foods,Food
396,Big Time,Big Time Frozen Pancakes,13234835267,3.24,16.3,14.2,1,0,25,10,11.4,20.4,5.92,Pancakes,Breakfast Foods,Frozen Foods,Food
707,Imagine,Imagine Frozen Pancakes,51126670241,1.87,16.7,14.7,1,1,10,8,6.58,14.9,19.3,Pancakes,Breakfast Foods,Frozen Foods,Food
1023,PigTail,PigTail Frozen Pancakes,39075140357,1.64,14.1,13.1,0,1,25,5,10.7,12.0,9.2,Pancakes,Breakfast Foods,Frozen Foods,Food
1334,Carrington,Carrington Frozen Pancakes,11925595402,1.84,19.7,17.7,1,0,17,12,12.1,22.4,15.0,Pancakes,Breakfast Foods,Frozen Foods,Food
86,Golden,Golden Low Fat French Fries,66946843266,2.97,14.2,13.1,0,1,3,8,8.7,21.7,10.7,French Fries,Vegetables,Frozen Foods,Food
89,Golden,Golden Fajita French Fries,51418129801,1.59,20.5,17.5,0,0,4,7,14.0,20.7,14.4,French Fries,Vegetables,Frozen Foods,Food
101,Golden,Golden Home Style French Fries,21439144015,0.72,20.6,18.6,0,1,13,6,7.8,13.8,7.22,French Fries,Vegetables,Frozen Foods,Food
397,Big Time,Big Time Low Fat French Fries,67432805895,1.35,12.0,9.0,0,0,5,7,10.8,12.6,11.6,French Fries,Vegetables,Frozen Foods,Food
400,Big Time,Big Time Fajita French Fries,38593211770,1.43,9.57,8.56,1,0,34,10,15.8,18.9,20.4,French Fries,Vegetables,Frozen Foods,Food
412,Big Time,Big Time Home Style French Fries,91970587372,1.38,18.9,15.8,1,1,14,12,17.1,6.28,19.9,French Fries,Vegetables,Frozen Foods,Food
708,Imagine,Imagine Low Fat French Fries,26132355332,3.68,9.79,8.78,1,1,33,9,22.0,5.8,3.43,French Fries,Vegetables,Frozen Foods,Food
711,Imagine,Imagine Fajita French Fries,71911644339,2.89,13.8,10.8,1,0,3,9,15.9,3.56,7.83,French Fries,Vegetables,Frozen Foods,Food
723,Imagine,Imagine Home Style French Fries,62560176253,0.51,17.6,14.6,1,1,30,6,22.6,18.3,13.9,French Fries,Vegetables,Frozen Foods,Food
1024,PigTail,PigTail Low Fat French Fries,75605292916,3.95,7.54,6.53,1,0,9,11,8.98,6.3,8.15,French Fries,Vegetables,Frozen Foods,Food
1027,PigTail,PigTail Fajita French Fries,59860114455,2.31,6.88,4.88,1,0,29,11,18.2,12.3,4.41,French Fries,Vegetables,Frozen Foods,Food
1039,PigTail,PigTail Home Style French Fries,28074564337,0.81,9.94,7.93,0,0,13,12,7.03,14.8,5.92,French Fries,Vegetables,Frozen Foods,Food
1335,Carrington,Carrington Low Fat French Fries,92312397360,2.41,8.15,6.14,0,0,7,11,15.1,3.05,8.1,French Fries,Vegetables,Frozen Foods,Food
1338,Carrington,Carrington Fajita French Fries,58852193951,2.22,16.1,14.1,1,0,29,9,3.58,18.8,18.7,French Fries,Vegetables,Frozen Foods,Food
1350,Carrington,Carrington Home Style French Fries,90661347508,0.92,6.87,5.86,0,0,7,12,5.39,3.53,9.52,French Fries,Vegetables,Frozen Foods,Food
87,Golden,Golden Frozen Sausage Pizza,57333645224,1.78,19.0,17.0,1,0,19,6,15.2,21.2,18.6,Pizza,Pizza,Frozen Foods,Food
91,Golden,Golden Frozen Pepperoni Pizza,42999448180,2.68,12.8,10.8,1,1,17,12,8.94,4.08,3.08,Pizza,Pizza,Frozen Foods,Food
92,Golden,Golden Frozen Cheese Pizza,51054068207,0.83,17.1,16.1,1,0,25,5,4.09,16.8,18.6,Pizza,Pizza,Frozen Foods,Food
93,Golden,Golden Frozen Mushroom Pizza,39154168963,0.96,16.4,14.3,1,0,21,12,3.11,11.5,13.1,Pizza,Pizza,Frozen Foods,Food
398,Big Time,Big Time Frozen Sausage Pizza,68627322316,0.8,15.5,12.5,1,1,7,7,18.8,18.7,22.4,Pizza,Pizza,Frozen Foods,Food
402,Big Time,Big Time Frozen Pepperoni Pizza,60936763882,1.13,9.16,7.15,1,1,8,5,7.49,11.6,11.8,Pizza,Pizza,Frozen Foods,Food
403,Big Time,Big Time Frozen Cheese Pizza,77728862166,1.55,13.6,11.6,1,1,33,6,9.78,16.6,4.85,Pizza,Pizza,Frozen Foods,Food
404,Big Time,Big Time Frozen Mushroom Pizza,52734547257,1.25,6.98,3.98,1,0,35,9,9.14,4.28,13.8,Pizza,Pizza,Frozen Foods,Food
709,Imagine,Imagine Frozen Sausage Pizza,47281391024,0.57,16.9,14.8,1,1,16,5,18.5,15.4,10.5,Pizza,Pizza,Frozen Foods,Food
713,Imagine,Imagine Frozen Pepperoni Pizza,23800389170,3.46,11.0,9.0,0,1,25,8,8.89,18.4,4.83,Pizza,Pizza,Frozen Foods,Food
714,Imagine,Imagine Frozen Cheese Pizza,62617242932,2.7,16.2,15.2,1,0,33,7,8.67,13.5,15.0,Pizza,Pizza,Frozen Foods,Food
715,Imagine,Imagine Frozen Mushroom Pizza,81479577422,1.55,6.88,4.88,1,1,24,13,4.45,17.6,12.3,Pizza,Pizza,Frozen Foods,Food
1025,PigTail,PigTail Frozen Sausage Pizza,92180926203,1.45,18.7,16.7,0,0,14,12,7.48,4.02,9.02,Pizza,Pizza,Frozen Foods,Food
1029,PigTail,PigTail Frozen Pepperoni Pizza,20895664095,1.68,6.06,3.05,0,1,30,7,6.95,12.8,5.94,Pizza,Pizza,Frozen Foods,Food
1030,PigTail,PigTail Frozen Cheese Pizza,55139115452,2.64,12.6,9.6,1,1,10,6,13.5,6.91,20.7,Pizza,Pizza,Frozen Foods,Food
1031,PigTail,PigTail Frozen Mushroom Pizza,45525917410,1.21,10.1,8.1,1,1,13,13,3.52,5.91,20.9,Pizza,Pizza,Frozen Foods,Food
1336,Carrington,Carrington Frozen Sausage Pizza,95793614983,3.39,18.8,17.7,1,0,17,14,21.3,9.63,21.6,Pizza,Pizza,Frozen Foods,Food
1340,Carrington,Carrington Frozen Pepperoni Pizza,85769148468,2.57,12.1,11.1,1,1,35,7,14.8,13.5,21.2,Pizza,Pizza,Frozen Foods,Food
1341,Carrington,Carrington Frozen Cheese Pizza,73869249224,3.45,19.2,18.2,1,1,12,14,12.8,14.3,8.42,Pizza,Pizza,Frozen Foods,Food
1342,Carrington,Carrington Frozen Mushroom Pizza,51161635518,3.73,18.5,15.5,0,0,5,10,13.8,22.4,10.4,Pizza,Pizza,Frozen Foods,Food
95,Golden,Golden Frozen Carrots,39882292151,1.46,8.58,5.57,1,0,29,9,16.6,3.52,22.3,Frozen Vegetables,Vegetables,Frozen Foods,Food
105,Golden,Golden Frozen Cauliflower,75273053050,3.72,6.16,4.15,1,0,21,11,22.7,9.49,4.28,Frozen Vegetables,Vegetables,Frozen Foods,Food
106,Golden,Golden Frozen Broccoli,36774995923,2.96,14.6,11.6,1,1,36,6,17.4,14.7,18.5,Frozen Vegetables,Vegetables,Frozen Foods,Food
107,Golden,Golden Frozen Corn,55637330412,1.81,19.9,18.8,0,0,25,11,4.91,8.76,11.2,Frozen Vegetables,Vegetables,Frozen Foods,Food
108,Golden,Golden Frozen Peas,63691950440,2.19,11.9,9.89,1,1,34,6,8.69,9.67,20.5,Frozen Vegetables,Vegetables,Frozen Foods,Food
406,Big Time,Big Time Frozen Carrots,18127034306,1.64,20.7,18.7,0,0,1,8,22.8,4.74,20.6,Frozen Vegetables,Vegetables,Frozen Foods,Food
416,Big Time,Big Time Frozen Cauliflower,27328963875,3.32,7.2,6.19,1,0,21,8,21.7,4.05,16.6,Frozen Vegetables,Vegetables,Frozen Foods,Food
417,Big Time,Big Time Frozen Broccoli,20002467036,2.72,14.2,12.1,1,0,4,9,19.7,4.82,3.76,Frozen Vegetables,Vegetables,Frozen Foods,Food
418,Big Time,Big Time Frozen Corn,25770385861,3.16,13.2,11.1,1,0,15,13,4.8,8.34,15.9,Frozen Vegetables,Vegetables,Frozen Foods,Food
419,Big Time,Big Time Frozen Peas,11583785414,3.57,8.5,6.5,0,0,10,9,22.0,3.84,11.8,Frozen Vegetables,Vegetables,Frozen Foods,Food
717,Imagine,Imagine Frozen Carrots,77634298205,3.92,15.2,12.1,1,1,20,6,17.4,12.0,11.0,Frozen Vegetables,Vegetables,Frozen Foods,Food
727,Imagine,Imagine Frozen Cauliflower,83345150351,1.91,21.0,19.0,1,1,8,8,6.41,20.8,10.4,Frozen Vegetables,Vegetables,Frozen Foods,Food
728,Imagine,Imagine Frozen Broccoli,86826367974,1.89,17.1,15.1,0,1,26,10,19.4,6.38,8.54,Frozen Vegetables,Vegetables,Frozen Foods,Food
729,Imagine,Imagine Frozen Corn,22548806071,1.72,17.7,15.7,1,1,4,12,17.2,7.89,12.5,Frozen Vegetables,Vegetables,Frozen Foods,Food
730,Imagine,Imagine Frozen Peas,85267789959,1.72,9.39,7.39,1,1,30,11,5.75,10.9,17.1,Frozen Vegetables,Vegetables,Frozen Foods,Food
1033,PigTail,PigTail Frozen Carrots,74729573130,1.91,6.99,4.98,0,0,12,13,21.2,11.7,8.15,Frozen Vegetables,Vegetables,Frozen Foods,Food
1043,PigTail,PigTail Frozen Cauliflower,48859538435,1.57,7.77,5.76,0,1,26,8,14.3,15.8,19.0,Frozen Vegetables,Vegetables,Frozen Foods,Food
1044,PigTail,PigTail Frozen Broccoli,23865223526,1.27,10.2,8.19,1,1,17,10,19.5,8.5,5.11,Frozen Vegetables,Vegetables,Frozen Foods,Food
1045,PigTail,PigTail Frozen Corn,45014259219,3.7,12.7,11.6,1,0,9,11,15.3,22.2,13.7,Frozen Vegetables,Vegetables,Frozen Foods,Food
1046,PigTail,PigTail Frozen Peas,79257710576,1.66,9.84,7.84,1,1,32,7,11.8,16.8,16.5,Frozen Vegetables,Vegetables,Frozen Foods,Food
1344,Carrington,Carrington Frozen Carrots,45029655098,1.52,9.89,7.89,1,0,19,9,4.05,3.5,4.36,Frozen Vegetables,Vegetables,Frozen Foods,Food
1354,Carrington,Carrington Frozen Cauliflower,47851617932,1.48,9.18,8.18,0,0,1,7,6.2,3.69,6.31,Frozen Vegetables,Vegetables,Frozen Foods,Food
1355,Carrington,Carrington Frozen Broccoli,66713952422,0.63,17.2,15.2,1,0,26,9,7.34,15.6,8.18,Frozen Vegetables,Vegetables,Frozen Foods,Food
1356,Carrington,Carrington Frozen Corn,74768572449,1.6,11.9,9.89,0,0,10,8,4.8,14.5,6.59,Frozen Vegetables,Vegetables,Frozen Foods,Food
1357,Carrington,Carrington Frozen Peas,62868673205,2.71,21.8,19.7,1,1,3,13,16.4,13.2,22.8,Frozen Vegetables,Vegetables,Frozen Foods,Food
96,Golden,Golden Turkey TV Dinner,10314574837,2.11,10.7,9.69,1,1,35,8,17.5,21.7,13.5,TV Dinner,Frozen Entrees,Frozen Foods,Food
97,Golden,Golden Chicken TV Dinner,57605234980,0.59,18.3,16.2,1,0,26,7,16.4,16.9,5.55,TV Dinner,Frozen Entrees,Frozen Foods,Food
98,Golden,Golden Beef TV Dinner,63373153805,1.83,9.43,6.43,0,0,33,11,4.38,3.28,15.2,TV Dinner,Frozen Entrees,Frozen Foods,Food
407,Big Time,Big Time Turkey TV Dinner,98513836264,3.21,6.35,5.34,0,1,34,9,13.2,20.6,14.5,TV Dinner,Frozen Entrees,Frozen Foods,Food
408,Big Time,Big Time Chicken TV Dinner,78092923760,2.2,15.7,14.6,1,1,19,6,11.5,14.9,13.4,TV Dinner,Frozen Entrees,Frozen Foods,Food
409,Big Time,Big Time Beef TV Dinner,37717491984,3.91,10.9,8.89,1,1,15,11,10.0,12.6,14.3,TV Dinner,Frozen Entrees,Frozen Foods,Food
718,Imagine,Imagine Turkey TV Dinner,54926684498,2.32,15.0,13.0,1,1,13,10,8.79,17.8,12.9,TV Dinner,Frozen Entrees,Frozen Foods,Food
719,Imagine,Imagine Chicken TV Dinner,12264551520,2.45,14.4,13.3,1,1,32,5,6.51,10.3,22.5,TV Dinner,Frozen Entrees,Frozen Foods,Food
720,Imagine,Imagine Beef TV Dinner,48794704079,0.86,9.18,7.18,0,1,10,13,12.7,16.8,16.0,TV Dinner,Frozen Entrees,Frozen Foods,Food
1034,PigTail,PigTail Turkey TV Dinner,47448557019,2.91,21.9,19.8,1,0,23,7,6.33,15.3,20.3,TV Dinner,Frozen Entrees,Frozen Foods,Food
1035,PigTail,PigTail Chicken TV Dinner,42408761382,1.11,18.4,16.3,1,0,17,13,3.49,10.9,15.7,TV Dinner,Frozen Entrees,Frozen Foods,Food
1036,PigTail,PigTail Beef TV Dinner,74365511536,2.14,14.5,13.5,1,1,35,6,16.5,16.5,13.8,TV Dinner,Frozen Entrees,Frozen Foods,Food
1345,Carrington,Carrington Turkey TV Dinner,37703158259,3.68,10.2,9.19,0,1,14,8,6.02,20.4,18.6,TV Dinner,Frozen Entrees,Frozen Foods,Food
1346,Carrington,Carrington Chicken TV Dinner,98351905941,2.35,9.06,6.06,1,0,2,12,12.9,12.8,20.8,TV Dinner,Frozen Entrees,Frozen Foods,Food
1347,Carrington,Carrington Beef TV Dinner,60263175368,1.77,21.2,20.2,1,1,2,9,14.5,21.7,16.4,TV Dinner,Frozen Entrees,Frozen Foods,Food
99,Golden,Golden Pancake Mix,25284423232,2.36,8.83,6.82,1,1,29,13,21.7,17.9,14.7,Pancake Mix,Breakfast Foods,Frozen Foods,Food
410,Big Time,Big Time Pancake Mix,10436475872,1.26,19.8,18.7,0,1,8,7,7.9,19.1,13.4,Pancake Mix,Breakfast Foods,Frozen Foods,Food
721,Imagine,Imagine Pancake Mix,41468207240,2.26,14.8,11.8,1,0,20,11,15.1,10.9,3.57,Pancake Mix,Breakfast Foods,Frozen Foods,Food
1037,PigTail,PigTail Pancake Mix,38563482165,0.58,13.9,11.8,1,0,14,7,14.4,17.8,18.3,Pancake Mix,Breakfast Foods,Frozen Foods,Food
1348,Carrington,Carrington Pancake Mix,35268860459,2.47,14.5,13.5,0,1,23,13,10.7,9.08,15.8,Pancake Mix,Breakfast Foods,Frozen Foods,Food
103,Golden,Golden Ice Cream,46069397330,0.95,9.81,8.81,1,0,13,8,6.22,15.8,11.8,Ice Cream,Frozen Desserts,Frozen Foods,Food
104,Golden,Golden Ice Cream Sandwich,49550614953,3.89,12.3,10.3,0,1,11,8,9.93,17.4,17.9,Ice Cream,Frozen Desserts,Frozen Foods,Food
109,Golden,Golden Popsicles,51792051196,3.95,19.0,16.0,0,0,11,12,6.69,10.4,7.67,Ice Cream,Frozen Desserts,Frozen Foods,Food
414,Big Time,Big Time Ice Cream,33460944294,2.77,19.9,16.8,1,1,3,12,12.0,19.9,16.3,Ice Cream,Frozen Desserts,Frozen Foods,Food
415,Big Time,Big Time Ice Cream Sandwich,80798811316,2.91,17.4,16.3,1,1,6,10,21.9,18.9,16.5,Ice Cream,Frozen Desserts,Frozen Foods,Food
420,Big Time,Big Time Popsicles,41470299363,2.27,20.6,19.6,1,1,29,12,15.0,9.4,9.94,Ice Cream,Frozen Desserts,Frozen Foods,Food
725,Imagine,Imagine Ice Cream,58714897036,1.49,7.33,5.32,0,0,4,14,21.9,14.8,3.48,Ice Cream,Frozen Desserts,Frozen Foods,Food
726,Imagine,Imagine Ice Cream Sandwich,92958348393,3.21,8.47,6.47,0,1,5,9,20.1,19.6,10.0,Ice Cream,Frozen Desserts,Frozen Foods,Food
731,Imagine,Imagine Popsicles,92913083434,3.81,13.7,10.6,0,0,9,11,9.89,4.82,20.1,Ice Cream,Frozen Desserts,Frozen Foods,Food
1041,PigTail,PigTail Ice Cream,81180350184,0.71,20.0,18.0,0,1,2,7,11.1,22.7,4.03,Ice Cream,Frozen Desserts,Frozen Foods,Food
1042,PigTail,PigTail Ice Cream Sandwich,86948269009,1.15,16.6,14.6,1,0,14,6,17.6,17.2,16.8,Ice Cream,Frozen Desserts,Frozen Foods,Food
1047,PigTail,PigTail Popsicles,34525341391,3.23,10.0,8.0,1,0,16,13,15.5,13.7,5.81,Ice Cream,Frozen Desserts,Frozen Foods,Food
1352,Carrington,Carrington Ice Cream,84529367089,2.65,17.7,14.7,1,1,18,10,16.3,20.4,22.3,Ice Cream,Frozen Desserts,Frozen Foods,Food
1353,Carrington,Carrington Ice Cream Sandwich,44153935313,2.24,13.9,12.8,1,0,19,7,17.7,20.4,22.9,Ice Cream,Frozen Desserts,Frozen Foods,Food
1358,Carrington,Carrington Popsicles,40161059498,2.1,11.5,8.5,0,0,13,8,16.4,7.24,17.9,Ice Cream,Frozen Desserts,Frozen Foods,Food
113,Faux Products,Faux Products Silky Smooth Hair Conditioner,15625960230,2.29,19.7,17.7,1,0,8,12,14.5,8.23,15.0,Conditioner,Bathroom Products,Health and Hygiene,Non-Consumable
424,Steady,Steady Silky Smooth Hair Conditioner,66828675866,1.45,9.65,7.64,1,0,14,7,21.1,17.6,10.7,Conditioner,Bathroom Products,Health and Hygiene,Non-Consumable
735,Consolidated,Consolidated Silky Smooth Hair Conditioner,89795927405,1.47,6.51,4.51,0,0,13,8,17.4,5.13,15.3,Conditioner,Bathroom Products,Health and Hygiene,Non-Consumable
1051,Bird Call,Bird Call Silky Smooth Hair Conditioner,31408185362,0.52,13.4,11.3,0,0,20,13,10.1,10.7,17.1,Conditioner,Bathroom Products,Health and Hygiene,Non-Consumable
1362,Hilltop,Hilltop Silky Smooth Hair Conditioner,87351329922,1.49,13.1,10.1,0,0,9,10,10.2,9.54,5.04,Conditioner,Bathroom Products,Health and Hygiene,Non-Consumable
114,Faux Products,Faux Products Tartar Control Toothpaste,21393879055,0.92,20.6,19.6,0,0,31,11,19.1,10.5,9.73,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
115,Faux Products,Faux Products Whitening Toothpast,14283847212,0.65,20.6,18.6,1,0,33,13,10.6,11.7,9.62,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
116,Faux Products,Faux Products Toothpaste,79289532303,3.97,8.33,5.32,1,0,8,10,7.45,20.8,13.4,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
117,Faux Products,Faux Products Deodorant,10438567996,2.75,9.24,7.23,0,0,31,10,12.0,3.12,8.19,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
425,Steady,Steady Tartar Control Toothpaste,26453244090,1.28,9.18,6.18,0,0,29,7,18.9,20.9,20.9,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
426,Steady,Steady Whitening Toothpast,65270097851,0.6,11.5,10.5,0,0,30,13,8.92,11.0,20.1,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
427,Steady,Steady Toothpaste,84132432341,2.14,8.89,5.89,0,0,26,7,13.5,13.0,16.0,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
428,Steady,Steady Deodorant,26089182496,0.67,8.43,7.43,0,0,6,7,11.3,16.3,6.18,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
736,Consolidated,Consolidated Tartar Control Toothpaste,60228210091,2.13,10.1,7.1,0,0,23,10,15.7,5.38,19.1,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
737,Consolidated,Consolidated Whitening Toothpast,52901713252,1.28,11.6,9.6,1,0,2,8,20.9,4.36,8.75,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
738,Consolidated,Consolidated Toothpaste,58669632077,1.85,7.12,4.11,1,0,34,8,16.7,19.5,5.17,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
739,Consolidated,Consolidated Deodorant,51295928359,2.38,10.7,8.69,1,0,2,6,14.9,19.8,9.03,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1052,Bird Call,Bird Call Tartar Control Toothpaste,63364935517,1.4,17.0,16.0,0,0,29,6,8.47,10.9,21.0,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1053,Bird Call,Bird Call Whitening Toothpast,27562906146,1.85,18.5,15.5,0,0,8,12,13.6,9.94,10.6,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1054,Bird Call,Bird Call Toothpaste,94855292439,1.48,14.0,11.0,0,0,34,8,9.44,5.17,7.03,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1055,Bird Call,Bird Call Deodorant,40712446570,1.62,17.6,15.6,0,0,9,10,7.73,5.43,10.8,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1363,Hilltop,Hilltop Tartar Control Toothpaste,49262599349,2.66,8.5,6.5,0,0,6,13,8.23,11.4,21.4,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1364,Hilltop,Hilltop Whitening Toothpast,24268284440,1.6,19.8,17.7,1,0,29,13,17.1,7.88,12.7,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1365,Hilltop,Hilltop Toothpaste,45417320132,0.53,6.18,4.17,1,0,24,12,8.59,9.15,12.0,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
1366,Hilltop,Hilltop Deodorant,79660771489,2.76,17.2,15.2,0,0,30,10,21.6,21.0,13.6,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable
118,Faux Products,Faux Products Conditioning Shampoo,44682019352,1.48,8.27,6.27,1,0,20,13,8.55,14.1,3.48,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable
