customer_id,city,country,age,age_category,yearly_income,gender,total_children,education,occupation,effective_date
2114,Santa Anita,Mexico,68,65 - 75,$30K - $50K,F,3,Partial College,Clerical,2023-04-18
2115,Santa Anita,Mexico,66,65 - 75,$50K - $70K,M,1,Bachelors Degree,Professional,2023-04-18
2116,Novato,USA,86,>75,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2117,Issaquah,USA,50,>75,$30K - $50K,F,4,High School Degree,Manual,2023-04-18
2118,Merida,Mexico,83,>75,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2119,Concord,USA,33,26 - 35,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
2120,Spring Valley,USA,37,36 - 50,$90K - $110K,M,3,Bachelors Degree,Professional,2023-04-18
2121,San Andres,Mexico,85,>75,$10K - $30K,M,1,Partial High School,Skilled Manual,2023-04-18
2122,Mill Valley,USA,44,36 - 50,$10K - $30K,F,5,Partial High School,Skilled Manual,2023-04-18
2123,Haney,Canada,26,26 - 35,$50K - $70K,M,0,Bachelors Degree,Professional,2023-04-18
2124,Newton,Canada,24,17 - 25,$30K - $50K,M,3,High School Degree,Manual,2023-04-18
2125,Vancouver,Canada,30,26 - 35,$150K +,M,4,Partial High School,Professional,2023-04-18
2126,Bellingham,USA,54,51 - 64,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
2127,Lynnwood,USA,57,51 - 64,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2128,Los Angeles,USA,56,51 - 64,$110K - $130K,M,3,High School Degree,Professional,2023-04-18
2129,Bellflower,USA,19,17 - 25,$10K - $30K,F,2,High School Degree,Manual,2023-04-18
2130,Merida,Mexico,26,26 - 35,$130K - $150K,M,4,Bachelors Degree,Professional,2023-04-18
2131,Palo Alto,USA,50,>75,$10K - $30K,F,2,Bachelors Degree,Management,2023-04-18
2132,Edmonds,USA,38,36 - 50,$130K - $150K,M,3,Graduate Degree,Professional,2023-04-18
2133,La Jolla,USA,36,36 - 50,$10K - $30K,M,2,Partial High School,Skilled Manual,2023-04-18
2134,Beaverton,USA,37,36 - 50,$150K +,F,4,Graduate Degree,Management,2023-04-18
2135,Walla Walla,USA,24,17 - 25,$110K - $130K,F,3,Partial High School,Management,2023-04-18
2136,Lakewood,USA,72,65 - 75,$70K - $90K,F,1,High School Degree,Professional,2023-04-18
2137,Santa Cruz,USA,18,17 - 25,$30K - $50K,F,2,Partial High School,Skilled Manual,2023-04-18
2138,Anacortes,USA,85,>75,$50K - $70K,M,0,Bachelors Degree,Professional,2023-04-18
2139,Merida,Mexico,23,17 - 25,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2140,Palo Alto,USA,65,65 - 75,$10K - $30K,M,5,Partial High School,Skilled Manual,2023-04-18
2141,Newport Beach,USA,39,36 - 50,$70K - $90K,M,0,Bachelors Degree,Professional,2023-04-18
2142,Metchosin,Canada,19,17 - 25,$130K - $150K,M,2,Partial High School,Professional,2023-04-18
2143,Olympia,USA,60,51 - 64,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
2144,Imperial Beach,USA,27,26 - 35,$50K - $70K,M,4,Bachelors Degree,Management,2023-04-18
2145,Oakland,USA,86,>75,$110K - $130K,F,2,Graduate Degree,Professional,2023-04-18
2146,Oakland,USA,61,51 - 64,$30K - $50K,M,4,High School Degree,Skilled Manual,2023-04-18
2147,Salem,USA,65,65 - 75,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
2148,Langley,Canada,79,>75,$130K - $150K,M,0,Partial High School,Management,2023-04-18
2149,San Carlos,USA,36,36 - 50,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
2150,Santa Monica,USA,76,>75,$30K - $50K,F,4,Partial College,Clerical,2023-04-18
2151,Corvallis,USA,19,17 - 25,$10K - $30K,M,2,High School Degree,Manual,2023-04-18
2152,La Cruz,Mexico,35,>75,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
2153,Chula Vista,USA,19,17 - 25,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2154,San Gabriel,USA,50,>75,$30K - $50K,M,1,High School Degree,Skilled Manual,2023-04-18
2155,Tixapan,Mexico,26,26 - 35,$10K - $30K,M,4,Partial High School,Skilled Manual,2023-04-18
2156,Mexico City,Mexico,30,26 - 35,$50K - $70K,F,3,Partial High School,Manual,2023-04-18
2157,Oak Bay,Canada,56,51 - 64,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
2158,Lake Oswego,USA,74,65 - 75,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
2159,Redwood City,USA,71,65 - 75,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
2160,Burbank,USA,76,>75,$30K - $50K,F,4,High School Degree,Manual,2023-04-18
2161,Shawnee,Canada,33,26 - 35,$30K - $50K,F,2,Partial College,Skilled Manual,2023-04-18
2162,Shawnee,Canada,46,36 - 50,$30K - $50K,M,0,Partial High School,Manual,2023-04-18
2163,Burnaby,Canada,76,>75,$150K +,M,1,Bachelors Degree,Professional,2023-04-18
2164,San Jose,USA,58,51 - 64,$30K - $50K,F,5,High School Degree,Manual,2023-04-18
2165,Grossmont,USA,54,51 - 64,$30K - $50K,M,1,Partial College,Skilled Manual,2023-04-18
2166,Portland,USA,50,>75,$30K - $50K,F,0,High School Degree,Skilled Manual,2023-04-18
2167,Burlingame,USA,31,26 - 35,$70K - $90K,M,1,Bachelors Degree,Professional,2023-04-18
2168,La Mesa,USA,80,>75,$110K - $130K,F,3,Bachelors Degree,Professional,2023-04-18
2169,Cliffside,Canada,20,17 - 25,$130K - $150K,M,3,Partial College,Professional,2023-04-18
2170,Fremont,USA,23,17 - 25,$50K - $70K,M,2,Partial High School,Skilled Manual,2023-04-18
2171,Yakima,USA,25,>75,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
2172,Burnaby,Canada,68,65 - 75,$30K - $50K,M,4,High School Degree,Manual,2023-04-18
2173,Mexico City,Mexico,35,>75,$50K - $70K,M,1,Bachelors Degree,Management,2023-04-18
2174,Lynnwood,USA,21,17 - 25,$30K - $50K,F,1,Partial High School,Skilled Manual,2023-04-18
2175,Camacho,Mexico,56,51 - 64,$110K - $130K,F,5,High School Degree,Management,2023-04-18
2176,San Andres,Mexico,87,>75,$10K - $30K,F,5,Partial High School,Manual,2023-04-18
2177,Issaquah,USA,24,17 - 25,$10K - $30K,M,1,Partial High School,Manual,2023-04-18
2178,Issaquah,USA,63,51 - 64,$10K - $30K,M,0,Partial High School,Manual,2023-04-18
2179,San Diego,USA,61,51 - 64,$90K - $110K,M,4,Bachelors Degree,Professional,2023-04-18
2180,Bellingham,USA,81,>75,$30K - $50K,F,4,High School Degree,Skilled Manual,2023-04-18
2181,Acapulco,Mexico,51,51 - 64,$130K - $150K,M,5,Bachelors Degree,Management,2023-04-18
2182,Pomona,USA,84,>75,$70K - $90K,M,3,Bachelors Degree,Professional,2023-04-18
2183,Marysville,USA,46,36 - 50,$30K - $50K,F,4,Partial High School,Manual,2023-04-18
2184,Altadena,USA,55,51 - 64,$110K - $130K,M,2,Partial High School,Management,2023-04-18
2185,Fremont,USA,33,26 - 35,$30K - $50K,F,2,Partial College,Management,2023-04-18
2186,Renton,USA,62,51 - 64,$130K - $150K,F,4,Partial College,Management,2023-04-18
2187,Ballard,USA,32,26 - 35,$30K - $50K,M,1,High School Degree,Skilled Manual,2023-04-18
2188,Salem,USA,43,36 - 50,$110K - $130K,M,2,High School Degree,Professional,2023-04-18
2189,Glendale,USA,48,36 - 50,$70K - $90K,M,4,Graduate Degree,Professional,2023-04-18
2190,Ballard,USA,72,65 - 75,$30K - $50K,F,2,Partial High School,Skilled Manual,2023-04-18
2191,Santa Fe,Mexico,35,>75,$10K - $30K,F,5,Partial High School,Manual,2023-04-18
2192,Oakland,USA,22,17 - 25,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
2193,Pomona,USA,55,51 - 64,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
2194,West Covina,USA,74,65 - 75,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
2195,Beverly Hills,USA,28,26 - 35,$70K - $90K,F,0,Partial High School,Professional,2023-04-18
2196,National City,USA,86,>75,$30K - $50K,F,1,High School Degree,Manual,2023-04-18
2197,Beaverton,USA,76,>75,$30K - $50K,M,5,High School Degree,Manual,2023-04-18
2198,Lebanon,USA,77,>75,$50K - $70K,F,3,Bachelors Degree,Management,2023-04-18
2199,Haney,Canada,65,65 - 75,$50K - $70K,F,2,Partial High School,Skilled Manual,2023-04-18
2200,Pomona,USA,42,36 - 50,$50K - $70K,M,0,Bachelors Degree,Professional,2023-04-18
2201,Spokane,USA,42,36 - 50,$30K - $50K,F,2,Bachelors Degree,Management,2023-04-18
2202,Beverly Hills,USA,27,26 - 35,$50K - $70K,F,4,Bachelors Degree,Management,2023-04-18
2203,Renton,USA,47,36 - 50,$50K - $70K,F,4,Bachelors Degree,Professional,2023-04-18
2204,Bremerton,USA,84,>75,$70K - $90K,M,5,Bachelors Degree,Professional,2023-04-18
2205,Langley,Canada,57,51 - 64,$50K - $70K,M,1,Bachelors Degree,Professional,2023-04-18
2206,Newport Beach,USA,37,36 - 50,$10K - $30K,F,2,Partial High School,Manual,2023-04-18
2207,Santa Cruz,USA,78,>75,$110K - $130K,M,3,Partial High School,Professional,2023-04-18
2208,Long Beach,USA,33,26 - 35,$50K - $70K,F,5,Partial High School,Skilled Manual,2023-04-18
2209,Royal Oak,Canada,34,26 - 35,$150K +,M,5,High School Degree,Management,2023-04-18
2210,Albany,USA,79,>75,$70K - $90K,F,3,Graduate Degree,Professional,2023-04-18
2211,Puyallup,USA,71,65 - 75,$70K - $90K,F,5,Bachelors Degree,Professional,2023-04-18
2212,Ballard,USA,27,26 - 35,$30K - $50K,F,4,Graduate Degree,Professional,2023-04-18
2213,Lemon Grove,USA,55,51 - 64,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
2214,Concord,USA,82,>75,$130K - $150K,M,3,Partial High School,Professional,2023-04-18
2215,W. Linn,USA,71,65 - 75,$130K - $150K,F,1,Bachelors Degree,Professional,2023-04-18
2216,Richmond,USA,86,>75,$10K - $30K,F,2,Partial High School,Skilled Manual,2023-04-18
2217,Seattle,USA,71,65 - 75,$110K - $130K,F,4,Partial High School,Professional,2023-04-18
2218,Downey,USA,24,17 - 25,$50K - $70K,M,4,Bachelors Degree,Professional,2023-04-18
2219,Vancouver,Canada,70,65 - 75,$30K - $50K,M,3,High School Degree,Skilled Manual,2023-04-18
2220,San Diego,USA,74,65 - 75,$10K - $30K,F,2,Partial High School,Skilled Manual,2023-04-18
2221,Hidalgo,Mexico,86,>75,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
2222,Port Hammond,Canada,88,>75,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
2223,Arcadia,USA,85,>75,$110K - $130K,F,2,Bachelors Degree,Professional,2023-04-18
2224,Spokane,USA,78,>75,$90K - $110K,F,3,Graduate Degree,Professional,2023-04-18
2225,Seattle,USA,46,36 - 50,$70K - $90K,F,2,Bachelors Degree,Professional,2023-04-18
2226,Seattle,USA,59,51 - 64,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
2227,Guadalajara,Mexico,77,>75,$70K - $90K,M,2,Bachelors Degree,Professional,2023-04-18
2228,Lynnwood,USA,72,65 - 75,$50K - $70K,F,2,Partial College,Professional,2023-04-18
2229,Orizaba,Mexico,55,51 - 64,$30K - $50K,M,4,High School Degree,Manual,2023-04-18
2230,Tlaxiaco,Mexico,63,51 - 64,$30K - $50K,M,4,Partial College,Professional,2023-04-18
2231,Altadena,USA,44,36 - 50,$30K - $50K,F,0,High School Degree,Manual,2023-04-18
2232,Beverly Hills,USA,27,26 - 35,$10K - $30K,M,2,Partial High School,Skilled Manual,2023-04-18
2233,Daly City,USA,38,36 - 50,$30K - $50K,F,2,Partial College,Clerical,2023-04-18
2234,Corvallis,USA,29,26 - 35,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
2235,Grossmont,USA,73,65 - 75,$10K - $30K,F,3,High School Degree,Skilled Manual,2023-04-18
2236,Redmond,USA,45,36 - 50,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
2237,Arcadia,USA,83,>75,$30K - $50K,F,4,Partial College,Professional,2023-04-18
2238,Grossmont,USA,68,65 - 75,$30K - $50K,M,4,Bachelors Degree,Professional,2023-04-18
2239,San Andres,Mexico,34,26 - 35,$30K - $50K,M,2,Partial College,Manual,2023-04-18
2240,Fremont,USA,65,65 - 75,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
2241,Downey,USA,71,65 - 75,$70K - $90K,F,3,Bachelors Degree,Professional,2023-04-18
2242,Torrance,USA,48,36 - 50,$90K - $110K,M,4,Partial High School,Professional,2023-04-18
2243,San Carlos,USA,46,36 - 50,$130K - $150K,M,2,Bachelors Degree,Professional,2023-04-18
2244,Puyallup,USA,67,65 - 75,$70K - $90K,F,5,Bachelors Degree,Professional,2023-04-18
2245,Lake Oswego,USA,18,17 - 25,$30K - $50K,M,4,High School Degree,Skilled Manual,2023-04-18
2246,Woodburn,USA,52,51 - 64,$130K - $150K,M,3,Graduate Degree,Professional,2023-04-18
2247,Richmond,Canada,71,65 - 75,$50K - $70K,F,1,Bachelors Degree,Professional,2023-04-18
2248,Downey,USA,22,17 - 25,$70K - $90K,F,1,Partial High School,Professional,2023-04-18
2249,Novato,USA,71,65 - 75,$50K - $70K,M,5,High School Degree,Skilled Manual,2023-04-18
2250,Spring Valley,USA,30,26 - 35,$70K - $90K,M,3,Bachelors Degree,Professional,2023-04-18
2251,Corvallis,USA,70,65 - 75,$30K - $50K,M,0,Partial High School,Skilled Manual,2023-04-18
2252,Renton,USA,80,>75,$10K - $30K,F,1,Bachelors Degree,Professional,2023-04-18
2253,Westminster,Canada,86,>75,$30K - $50K,M,3,High School Degree,Skilled Manual,2023-04-18
2254,Lakewood,USA,27,26 - 35,$110K - $130K,M,1,Bachelors Degree,Professional,2023-04-18
2255,Coronado,USA,31,26 - 35,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
2256,Redwood City,USA,32,26 - 35,$30K - $50K,M,2,High School Degree,Manual,2023-04-18
2257,N. Vancouver,Canada,65,65 - 75,$30K - $50K,M,2,Partial High School,Manual,2023-04-18
2258,Oregon City,USA,71,65 - 75,$10K - $30K,F,1,Partial High School,Manual,2023-04-18
2259,Edmonds,USA,38,36 - 50,$30K - $50K,M,3,High School Degree,Manual,2023-04-18
2260,Grossmont,USA,26,26 - 35,$150K +,M,4,Partial High School,Professional,2023-04-18
2261,Lynnwood,USA,85,>75,$110K - $130K,F,3,High School Degree,Professional,2023-04-18
2262,Burlingame,USA,87,>75,$50K - $70K,M,1,High School Degree,Manual,2023-04-18
2263,Lake Oswego,USA,82,>75,$10K - $30K,M,0,Partial High School,Skilled Manual,2023-04-18
2264,Colma,USA,60,51 - 64,$10K - $30K,M,2,Partial High School,Manual,2023-04-18
2265,El Cajon,USA,76,>75,$50K - $70K,F,3,Bachelors Degree,Management,2023-04-18
2266,Bellflower,USA,61,51 - 64,$10K - $30K,F,5,Partial High School,Skilled Manual,2023-04-18
2267,Mexico City,Mexico,69,65 - 75,$10K - $30K,F,5,Partial High School,Skilled Manual,2023-04-18
2268,Guadalajara,Mexico,47,36 - 50,$30K - $50K,M,4,Partial College,Professional,2023-04-18
2269,Portland,USA,21,17 - 25,$10K - $30K,M,0,Partial College,Professional,2023-04-18
2270,Beaverton,USA,77,>75,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
2271,Long Beach,USA,48,36 - 50,$50K - $70K,M,4,Bachelors Degree,Management,2023-04-18
2272,Tacoma,USA,73,65 - 75,$50K - $70K,M,1,Bachelors Degree,Professional,2023-04-18
2273,Santa Anita,Mexico,74,65 - 75,$10K - $30K,F,0,High School Degree,Skilled Manual,2023-04-18
2274,Novato,USA,48,36 - 50,$50K - $70K,F,2,Bachelors Degree,Professional,2023-04-18
2275,Acapulco,Mexico,40,36 - 50,$50K - $70K,F,3,High School Degree,Manual,2023-04-18
2276,Oak Bay,Canada,75,>75,$90K - $110K,F,4,High School Degree,Professional,2023-04-18
2277,Long Beach,USA,20,17 - 25,$10K - $30K,F,1,Partial High School,Skilled Manual,2023-04-18
2278,Burbank,USA,60,51 - 64,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
2279,Burien,USA,85,>75,$50K - $70K,F,0,Bachelors Degree,Professional,2023-04-18
2280,Albany,USA,31,26 - 35,$10K - $30K,F,2,Partial High School,Skilled Manual,2023-04-18
2281,Bellflower,USA,73,65 - 75,$10K - $30K,F,4,Partial College,Clerical,2023-04-18
2282,Langley,Canada,38,36 - 50,$130K - $150K,M,5,High School Degree,Management,2023-04-18
2283,Palo Alto,USA,20,17 - 25,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
2284,Burlingame,USA,24,17 - 25,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
2285,La Jolla,USA,24,17 - 25,$30K - $50K,M,2,Partial College,Clerical,2023-04-18
2286,San Andres,Mexico,42,36 - 50,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
2287,Langford,Canada,51,51 - 64,$30K - $50K,F,2,High School Degree,Manual,2023-04-18
2288,San Francisco,USA,44,36 - 50,$10K - $30K,F,4,Partial High School,Manual,2023-04-18
2289,Glendale,USA,83,>75,$30K - $50K,F,1,High School Degree,Skilled Manual,2023-04-18
2290,Burbank,USA,80,>75,$50K - $70K,F,2,Bachelors Degree,Professional,2023-04-18
2291,Santa Cruz,USA,40,36 - 50,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
2292,Marysville,USA,35,>75,$30K - $50K,M,0,Partial High School,Skilled Manual,2023-04-18
2293,West Covina,USA,18,17 - 25,$30K - $50K,F,3,Partial College,Management,2023-04-18
2294,Milwaukie,USA,26,26 - 35,$10K - $30K,M,2,Partial High School,Manual,2023-04-18
2295,Puyallup,USA,77,>75,$70K - $90K,M,4,Bachelors Degree,Professional,2023-04-18
2296,Glendale,USA,48,36 - 50,$50K - $70K,F,4,Bachelors Degree,Management,2023-04-18
2297,Mill Valley,USA,77,>75,$50K - $70K,F,4,Bachelors Degree,Professional,2023-04-18
2298,Port Orchard,USA,68,65 - 75,$150K +,F,4,High School Degree,Professional,2023-04-18
2299,Newton,Canada,82,>75,$50K - $70K,F,2,Partial College,Clerical,2023-04-18
2300,N. Vancouver,Canada,54,51 - 64,$10K - $30K,F,5,Partial High School,Skilled Manual,2023-04-18
2301,San Diego,USA,22,17 - 25,$130K - $150K,M,4,Graduate Degree,Management,2023-04-18
2302,Everett,USA,77,>75,$30K - $50K,M,3,High School Degree,Skilled Manual,2023-04-18
2303,La Jolla,USA,43,36 - 50,$50K - $70K,M,1,Bachelors Degree,Professional,2023-04-18
2304,Woodburn,USA,82,>75,$30K - $50K,M,1,Partial High School,Skilled Manual,2023-04-18
2305,Haney,Canada,76,>75,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2306,Haney,Canada,57,51 - 64,$50K - $70K,M,2,High School Degree,Skilled Manual,2023-04-18
2307,Anacortes,USA,43,36 - 50,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
2308,Novato,USA,76,>75,$130K - $150K,M,0,High School Degree,Professional,2023-04-18
2309,Oak Bay,Canada,27,26 - 35,$30K - $50K,M,4,High School Degree,Manual,2023-04-18
2310,Hidalgo,Mexico,61,51 - 64,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2311,Newport Beach,USA,80,>75,$30K - $50K,M,5,High School Degree,Skilled Manual,2023-04-18
2312,Acapulco,Mexico,19,17 - 25,$30K - $50K,M,4,High School Degree,Manual,2023-04-18
2313,La Mesa,USA,80,>75,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
2314,Arcadia,USA,27,26 - 35,$10K - $30K,F,1,Partial High School,Manual,2023-04-18
2315,San Andres,Mexico,79,>75,$50K - $70K,F,2,Bachelors Degree,Professional,2023-04-18
2316,Santa Anita,Mexico,19,17 - 25,$10K - $30K,M,4,Partial High School,Skilled Manual,2023-04-18
2317,N. Vancouver,Canada,25,>75,$90K - $110K,F,1,Partial High School,Professional,2023-04-18
2318,Kirkland,USA,54,51 - 64,$10K - $30K,M,5,Partial High School,Skilled Manual,2023-04-18
2319,San Carlos,USA,57,51 - 64,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
2320,Sedro Woolley,USA,57,51 - 64,$30K - $50K,F,1,High School Degree,Manual,2023-04-18
2321,Metchosin,Canada,19,17 - 25,$30K - $50K,M,3,High School Degree,Skilled Manual,2023-04-18
2322,Cliffside,Canada,26,26 - 35,$50K - $70K,F,0,Bachelors Degree,Professional,2023-04-18
2323,Richmond,Canada,62,51 - 64,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
2324,Ladner,Canada,51,51 - 64,$130K - $150K,M,4,High School Degree,Professional,2023-04-18
2325,Concord,USA,36,36 - 50,$10K - $30K,F,3,Partial High School,Skilled Manual,2023-04-18
2326,Arcadia,USA,26,26 - 35,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
2327,Lebanon,USA,83,>75,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
2328,Santa Cruz,USA,60,51 - 64,$90K - $110K,M,3,High School Degree,Professional,2023-04-18
2329,Orizaba,Mexico,77,>75,$110K - $130K,M,2,Graduate Degree,Management,2023-04-18
2330,Burnaby,Canada,74,65 - 75,$70K - $90K,M,4,Bachelors Degree,Professional,2023-04-18
2331,Lincoln Acres,USA,82,>75,$90K - $110K,F,4,High School Degree,Professional,2023-04-18
2332,Lemon Grove,USA,48,36 - 50,$70K - $90K,M,4,Bachelors Degree,Professional,2023-04-18
2333,Tlaxiaco,Mexico,22,17 - 25,$90K - $110K,M,4,Partial High School,Management,2023-04-18
2334,Metchosin,Canada,83,>75,$70K - $90K,M,2,Partial High School,Professional,2023-04-18
2335,Olympia,USA,42,36 - 50,$10K - $30K,M,2,Partial High School,Manual,2023-04-18
2336,San Andres,Mexico,80,>75,$10K - $30K,M,0,Partial High School,Manual,2023-04-18
2337,Altadena,USA,80,>75,$10K - $30K,M,5,Partial High School,Skilled Manual,2023-04-18
2338,Issaquah,USA,55,51 - 64,$110K - $130K,M,0,High School Degree,Management,2023-04-18
2339,Berkeley,USA,61,51 - 64,$10K - $30K,F,2,Partial High School,Skilled Manual,2023-04-18
2340,Bellingham,USA,76,>75,$10K - $30K,F,1,Partial High School,Skilled Manual,2023-04-18
2341,Acapulco,Mexico,33,26 - 35,$30K - $50K,M,5,Partial College,Skilled Manual,2023-04-18
2342,Woodland Hills,USA,73,65 - 75,$10K - $30K,M,1,High School Degree,Skilled Manual,2023-04-18
2343,Edmonds,USA,86,>75,$10K - $30K,F,4,Partial High School,Manual,2023-04-18
2344,Arcadia,USA,32,26 - 35,$30K - $50K,M,1,Bachelors Degree,Professional,2023-04-18
2345,Richmond,USA,46,36 - 50,$10K - $30K,M,1,Partial High School,Skilled Manual,2023-04-18
2346,Burien,USA,69,65 - 75,$50K - $70K,F,3,Partial College,Clerical,2023-04-18
2347,Issaquah,USA,45,36 - 50,$30K - $50K,F,4,Partial College,Clerical,2023-04-18
2348,Langley,Canada,49,36 - 50,$50K - $70K,F,3,Bachelors Degree,Professional,2023-04-18
2349,Guadalajara,Mexico,61,51 - 64,$110K - $130K,F,2,High School Degree,Professional,2023-04-18
2350,Bellingham,USA,79,>75,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
2351,Tlaxiaco,Mexico,88,>75,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
2352,Beaverton,USA,65,65 - 75,$90K - $110K,F,3,Partial High School,Professional,2023-04-18
2353,Richmond,Canada,22,17 - 25,$50K - $70K,M,1,Bachelors Degree,Management,2023-04-18
2354,Richmond,Canada,34,26 - 35,$50K - $70K,F,2,Bachelors Degree,Management,2023-04-18
2355,Bremerton,USA,64,>75,$30K - $50K,M,2,Partial College,Professional,2023-04-18
2356,San Jose,USA,47,36 - 50,$50K - $70K,M,4,Partial College,Clerical,2023-04-18
2357,N. Vancouver,Canada,42,36 - 50,$10K - $30K,M,0,Partial High School,Manual,2023-04-18
2358,Langford,Canada,38,36 - 50,$70K - $90K,F,1,Bachelors Degree,Professional,2023-04-18
2359,Imperial Beach,USA,61,51 - 64,$10K - $30K,M,2,Partial High School,Skilled Manual,2023-04-18
2360,La Mesa,USA,32,26 - 35,$30K - $50K,M,3,Partial College,Professional,2023-04-18
2361,Coronado,USA,55,51 - 64,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
2362,Long Beach,USA,46,36 - 50,$50K - $70K,F,3,Bachelors Degree,Professional,2023-04-18
2363,Cliffside,Canada,60,51 - 64,$30K - $50K,M,5,High School Degree,Manual,2023-04-18
2364,Shawnee,Canada,20,17 - 25,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
2365,Langley,Canada,70,65 - 75,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
2366,West Covina,USA,56,51 - 64,$10K - $30K,F,4,Bachelors Degree,Professional,2023-04-18
2367,Palo Alto,USA,21,17 - 25,$30K - $50K,M,1,Partial High School,Manual,2023-04-18
2368,Port Orchard,USA,52,51 - 64,$10K - $30K,F,1,Partial High School,Manual,2023-04-18
2369,Sooke,Canada,34,26 - 35,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
2370,Royal Oak,Canada,73,65 - 75,$90K - $110K,M,2,Partial High School,Professional,2023-04-18
2371,Spokane,USA,71,65 - 75,$10K - $30K,M,1,Partial High School,Skilled Manual,2023-04-18
2372,Issaquah,USA,21,17 - 25,$70K - $90K,M,3,Bachelors Degree,Professional,2023-04-18
2373,Corvallis,USA,85,>75,$30K - $50K,F,4,Bachelors Degree,Professional,2023-04-18
2374,Lynnwood,USA,49,36 - 50,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
2375,Ladner,Canada,68,65 - 75,$30K - $50K,F,2,Partial College,Clerical,2023-04-18
2376,Lake Oswego,USA,77,>75,$30K - $50K,M,2,Partial College,Skilled Manual,2023-04-18
2377,Long Beach,USA,56,51 - 64,$30K - $50K,M,0,High School Degree,Manual,2023-04-18
2378,Spokane,USA,84,>75,$70K - $90K,F,4,Bachelors Degree,Professional,2023-04-18
2379,Fremont,USA,66,65 - 75,$70K - $90K,F,5,Bachelors Degree,Professional,2023-04-18
2380,Berkeley,USA,65,65 - 75,$50K - $70K,F,2,Bachelors Degree,Professional,2023-04-18
2381,Glendale,USA,70,65 - 75,$30K - $50K,M,3,Partial College,Manual,2023-04-18
2382,Ballard,USA,24,17 - 25,$30K - $50K,F,5,Partial College,Professional,2023-04-18
2383,Sedro Woolley,USA,27,26 - 35,$70K - $90K,M,1,Bachelors Degree,Professional,2023-04-18
2384,National City,USA,27,26 - 35,$10K - $30K,F,5,Partial High School,Skilled Manual,2023-04-18
2385,Pomona,USA,59,51 - 64,$30K - $50K,F,1,Partial College,Skilled Manual,2023-04-18
2386,Redwood City,USA,50,>75,$30K - $50K,M,3,Partial College,Professional,2023-04-18
2387,West Covina,USA,74,65 - 75,$30K - $50K,F,2,High School Degree,Skilled Manual,2023-04-18
2388,Langford,Canada,62,51 - 64,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
2389,San Gabriel,USA,52,51 - 64,$10K - $30K,M,2,Partial High School,Skilled Manual,2023-04-18
2390,Puyallup,USA,54,51 - 64,$30K - $50K,F,3,Partial College,Professional,2023-04-18
2391,Tixapan,Mexico,41,36 - 50,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
