customer_id,city,country,birthdate,yearly_income,gender,total_children,education,occupation
2932,Berkeley,USA,1938-09-16,$10K - $30K,F,4,Partial High School,Skilled Manual
2933,Imperial Beach,USA,1942-02-14,$90K - $110K,F,1,Partial High School,Professional
2934,Redmond,USA,1914-05-11,$10K - $30K,M,1,Partial High School,Skilled Manual
2935,Santa Cruz,USA,1933-05-18,$70K - $90K,M,2,High School Degree,Professional
2936,Coronado,USA,1950-06-04,$70K - $90K,F,3,Bachelors Degree,Professional
2937,Royal Oak,Canada,1956-09-19,$70K - $90K,M,3,Bachelors Degree,Professional
2938,Daly City,USA,1953-03-26,$90K - $110K,M,2,Bachelors Degree,Professional
2939,Oak Bay,Canada,1951-02-11,$70K - $90K,M,0,Bachelors Degree,Management
2940,Langford,Canada,1978-08-26,$50K - $70K,M,3,Bachelors Degree,Professional
2941,Lemon Grove,USA,1941-07-06,$70K - $90K,M,0,Bachelors Degree,Professional
2942,Olympia,USA,1955-03-21,$30K - $50K,F,3,High School Degree,Manual
2943,Oakland,USA,1920-08-27,$50K - $70K,M,2,Bachelors Degree,Professional
2944,Burien,USA,1959-08-16,$50K - $70K,M,2,Bachelors Degree,Professional
2945,N. Vancouver,Canada,1952-07-12,$50K - $70K,F,3,Bachelors Degree,Professional
2946,N. Vancouver,Canada,1913-04-07,$110K - $130K,M,2,Bachelors Degree,Professional
2947,Tacoma,USA,1955-03-09,$70K - $90K,F,1,High School Degree,Professional
2948,Concord,USA,1935-09-01,$30K - $50K,M,3,High School Degree,Manual
2949,Metchosin,Canada,1913-12-07,$30K - $50K,F,4,Partial College,Clerical
2950,Tlaxiaco,Mexico,1949-08-26,$50K - $70K,F,2,High School Degree,Manual
2951,Chula Vista,USA,1918-02-19,$30K - $50K,F,3,High School Degree,Manual
2952,Yakima,USA,1979-02-13,$30K - $50K,F,1,High School Degree,Manual
2953,Renton,USA,1947-12-26,$70K - $90K,M,1,Partial High School,Professional
2954,Guadalajara,Mexico,1918-06-14,$90K - $110K,F,3,Graduate Degree,Professional
2955,Newport Beach,USA,1948-12-24,$10K - $30K,F,0,Partial High School,Skilled Manual
2956,Woodland Hills,USA,1937-03-08,$110K - $130K,F,1,High School Degree,Professional
2957,Arcadia,USA,1932-11-13,$150K +,M,3,Bachelors Degree,Professional
2958,El Cajon,USA,1978-03-25,$50K - $70K,M,1,Bachelors Degree,Professional
2959,San Andres,Mexico,1975-04-28,$70K - $90K,F,4,Bachelors Degree,Professional
2960,Fremont,USA,1918-04-26,$50K - $70K,M,2,Bachelors Degree,Management
2961,Downey,USA,1955-02-03,$30K - $50K,F,4,High School Degree,Skilled Manual
2962,Torrance,USA,1936-04-11,$30K - $50K,M,2,Partial College,Skilled Manual
2963,Downey,USA,1912-02-19,$90K - $110K,M,4,Graduate Degree,Management
2964,Issaquah,USA,1924-04-08,$30K - $50K,F,0,High School Degree,Manual
2965,Bellingham,USA,1934-04-12,$30K - $50K,F,4,Partial High School,Manual
2966,Tacoma,USA,1976-07-02,$50K - $70K,F,2,High School Degree,Skilled Manual
2967,Metchosin,Canada,1919-12-04,$30K - $50K,M,1,Partial High School,Skilled Manual
2968,Lebanon,USA,1942-09-22,$30K - $50K,M,5,High School Degree,Skilled Manual
2969,Lakewood,USA,1925-10-25,$10K - $30K,M,1,Partial High School,Skilled Manual
2970,El Cajon,USA,1940-04-21,$10K - $30K,M,3,Partial High School,Manual
2971,Novato,USA,1920-03-17,$30K - $50K,F,4,Partial College,Clerical
2972,Redwood City,USA,1954-05-10,$70K - $90K,M,4,Bachelors Degree,Management
2973,Kirkland,USA,1927-03-20,$50K - $70K,M,5,Bachelors Degree,Professional
2974,Acapulco,Mexico,1947-06-12,$30K - $50K,M,1,High School Degree,Skilled Manual
2975,National City,USA,1976-03-13,$70K - $90K,F,2,Bachelors Degree,Professional
2976,Newport Beach,USA,1950-10-08,$30K - $50K,M,4,High School Degree,Skilled Manual
2977,Los Angeles,USA,1950-05-09,$110K - $130K,M,4,Partial High School,Professional
2978,Marysville,USA,1975-06-26,$30K - $50K,F,1,Bachelors Degree,Professional
2979,Port Hammond,Canada,1913-01-04,$130K - $150K,F,4,Bachelors Degree,Professional
2980,Daly City,USA,1957-11-17,$30K - $50K,F,4,High School Degree,Manual
2981,Yakima,USA,1929-08-18,$110K - $130K,F,1,Bachelors Degree,Professional
2982,Spring Valley,USA,1971-10-15,$10K - $30K,M,2,Partial High School,Skilled Manual
2983,Berkeley,USA,1946-11-14,$50K - $70K,F,5,Bachelors Degree,Professional
2984,Guadalajara,Mexico,1931-04-02,$130K - $150K,F,2,High School Degree,Professional
2985,Ladner,Canada,1946-03-02,$30K - $50K,F,3,Partial High School,Manual
2986,Camacho,Mexico,1924-04-23,$50K - $70K,M,4,High School Degree,Skilled Manual
2987,Marysville,USA,1917-02-02,$30K - $50K,M,2,High School Degree,Skilled Manual
2988,Seattle,USA,1913-12-19,$30K - $50K,M,1,High School Degree,Manual
2989,Berkeley,USA,1972-01-19,$30K - $50K,M,1,Partial College,Skilled Manual
2990,Mexico City,Mexico,1954-11-09,$30K - $50K,M,2,Partial College,Management
2991,Woodland Hills,USA,1957-08-17,$130K - $150K,F,1,High School Degree,Management
2992,Oak Bay,Canada,1945-04-23,$50K - $70K,F,3,Bachelors Degree,Professional
2993,Imperial Beach,USA,1977-06-22,$70K - $90K,M,1,Partial High School,Professional
2994,Imperial Beach,USA,1964-04-09,$30K - $50K,M,1,Partial College,Skilled Manual
2995,Santa Anita,Mexico,1946-09-22,$130K - $150K,M,2,Partial College,Professional
2996,Albany,USA,1952-05-06,$10K - $30K,F,4,Partial High School,Skilled Manual
2997,Issaquah,USA,1972-02-11,$10K - $30K,M,4,Partial High School,Skilled Manual
2998,Merida,Mexico,1964-10-21,$130K - $150K,M,4,Partial High School,Professional
2999,Concord,USA,1913-10-02,$50K - $70K,F,5,Bachelors Degree,Management
3000,Olympia,USA,1930-11-14,$30K - $50K,M,1,High School Degree,Skilled Manual
3001,Woodburn,USA,1919-09-23,$30K - $50K,F,1,High School Degree,Manual
3002,Santa Anita,Mexico,1929-06-13,$110K - $130K,M,0,Partial College,Management
3003,Bellflower,USA,1963-04-01,$50K - $70K,F,2,Bachelors Degree,Management
3004,Downey,USA,1921-10-16,$130K - $150K,F,1,Partial High School,Management
3005,Beverly Hills,USA,1957-12-20,$70K - $90K,M,4,Bachelors Degree,Management
3006,Lemon Grove,USA,1971-08-08,$50K - $70K,M,3,Partial College,Skilled Manual
3007,Sooke,Canada,1936-01-13,$50K - $70K,M,1,Bachelors Degree,Management
3008,Tlaxiaco,Mexico,1975-02-03,$50K - $70K,M,1,Bachelors Degree,Management
3009,Burbank,USA,1968-11-26,$130K - $150K,F,3,Partial College,Professional
3010,Burbank,USA,1930-08-21,$90K - $110K,M,3,Graduate Degree,Professional
3011,Marysville,USA,1931-08-21,$10K - $30K,F,2,Partial High School,Manual
3012,El Cajon,USA,1963-05-26,$70K - $90K,F,4,Bachelors Degree,Professional
3013,Langford,Canada,1942-08-05,$70K - $90K,F,3,Bachelors Degree,Professional
3014,Tixapan,Mexico,1978-04-24,$30K - $50K,M,3,Partial High School,Manual
3015,Ballard,USA,1959-01-28,$10K - $30K,F,1,Partial High School,Manual
3016,Ladner,Canada,1937-09-11,$10K - $30K,F,1,High School Degree,Skilled Manual
3017,Sedro Woolley,USA,1959-03-16,$30K - $50K,M,4,High School Degree,Manual
3018,La Mesa,USA,1930-09-04,$10K - $30K,M,3,Partial High School,Manual
3019,W. Linn,USA,1960-03-14,$10K - $30K,F,4,Partial High School,Manual
3020,Woodburn,USA,1950-06-26,$30K - $50K,F,1,Partial College,Clerical
3021,Spokane,USA,1936-01-16,$50K - $70K,F,3,Bachelors Degree,Professional
3022,San Gabriel,USA,1924-08-12,$10K - $30K,M,1,Partial High School,Manual
3023,Vancouver,Canada,1921-08-15,$30K - $50K,M,2,High School Degree,Manual
3024,Edmonds,USA,1922-05-02,$90K - $110K,F,2,Partial High School,Professional
3025,Camacho,Mexico,1959-03-06,$30K - $50K,M,2,Partial High School,Manual
3026,San Andres,Mexico,1950-03-22,$10K - $30K,F,0,Partial High School,Manual
3027,Chula Vista,USA,1914-10-19,$30K - $50K,M,3,Bachelors Degree,Professional
3028,Bellflower,USA,1926-12-08,$10K - $30K,M,3,Partial High School,Skilled Manual
3029,Vancouver,Canada,1936-12-11,$110K - $130K,F,2,Graduate Degree,Management
3030,San Jose,USA,1935-04-27,$30K - $50K,M,0,Partial College,Manual
3031,West Covina,USA,1947-08-02,$30K - $50K,M,5,High School Degree,Skilled Manual
3032,Acapulco,Mexico,1970-05-20,$30K - $50K,F,2,High School Degree,Skilled Manual
3033,Lemon Grove,USA,1954-07-23,$10K - $30K,M,2,Partial High School,Skilled Manual
3034,Arcadia,USA,1969-11-19,$90K - $110K,M,4,High School Degree,Management
3035,San Andres,Mexico,1953-02-11,$50K - $70K,F,4,Partial High School,Skilled Manual
3036,Spring Valley,USA,1974-12-20,$10K - $30K,M,4,Partial High School,Skilled Manual
3037,La Jolla,USA,1931-04-22,$30K - $50K,M,4,High School Degree,Manual
3038,Bellingham,USA,1951-07-15,$10K - $30K,M,2,Partial High School,Skilled Manual
3039,Newport Beach,USA,1910-05-16,$10K - $30K,M,3,Graduate Degree,Professional
3040,Ladner,Canada,1955-01-11,$70K - $90K,M,0,Bachelors Degree,Professional
3041,La Mesa,USA,1948-01-10,$30K - $50K,M,5,Partial College,Management
3042,La Mesa,USA,1973-02-26,$30K - $50K,F,2,High School Degree,Manual
3043,Shawnee,Canada,1911-09-04,$30K - $50K,F,2,Partial High School,Manual
3044,Oregon City,USA,1955-07-18,$70K - $90K,F,3,Bachelors Degree,Professional
3045,Seattle,USA,1939-07-02,$130K - $150K,F,0,Graduate Degree,Professional
3046,Salem,USA,1970-06-15,$30K - $50K,M,2,High School Degree,Skilled Manual
3047,Burlingame,USA,1945-08-14,$110K - $130K,F,4,Graduate Degree,Professional
3048,Marysville,USA,1929-12-02,$10K - $30K,M,1,Partial High School,Manual
3049,W. Linn,USA,1949-12-26,$30K - $50K,M,3,Bachelors Degree,Professional
3050,Shawnee,Canada,1914-10-09,$150K +,M,4,High School Degree,Professional
3051,San Gabriel,USA,1938-09-12,$70K - $90K,M,3,Bachelors Degree,Professional
3052,Bellflower,USA,1934-07-03,$30K - $50K,M,2,High School Degree,Manual
3053,San Carlos,USA,1934-11-13,$50K - $70K,M,1,High School Degree,Manual
3054,National City,USA,1916-10-03,$50K - $70K,M,2,Bachelors Degree,Professional
3055,Oak Bay,Canada,1977-04-28,$130K - $150K,M,2,Bachelors Degree,Professional
3056,San Andres,Mexico,1914-08-20,$50K - $70K,F,3,Bachelors Degree,Professional
3057,Arcadia,USA,1945-10-19,$30K - $50K,M,0,High School Degree,Skilled Manual
3058,Altadena,USA,1938-05-14,$30K - $50K,M,2,Partial High School,Skilled Manual
3059,Oakland,USA,1978-08-17,$30K - $50K,M,2,High School Degree,Skilled Manual
3060,Anacortes,USA,1914-03-27,$50K - $70K,M,5,Bachelors Degree,Professional
3061,Oak Bay,Canada,1930-10-09,$30K - $50K,F,2,High School Degree,Manual
3062,Metchosin,Canada,1923-06-19,$110K - $130K,F,2,Graduate Degree,Professional
3063,Grossmont,USA,1942-07-26,$130K - $150K,M,3,Graduate Degree,Professional
3064,Haney,Canada,1970-10-23,$70K - $90K,F,3,High School Degree,Professional
3065,Port Orchard,USA,1948-05-20,$50K - $70K,M,3,Bachelors Degree,Professional
3066,Coronado,USA,1957-03-11,$70K - $90K,F,5,High School Degree,Professional
3067,Kirkland,USA,1943-09-12,$30K - $50K,F,1,High School Degree,Manual
3068,Milwaukie,USA,1971-04-27,$10K - $30K,F,4,Partial High School,Skilled Manual
3069,Edmonds,USA,1933-04-07,$30K - $50K,M,3,High School Degree,Manual
3070,Santa Monica,USA,1947-11-22,$30K - $50K,M,3,Partial High School,Manual
3071,San Francisco,USA,1912-04-27,$90K - $110K,M,1,Bachelors Degree,Management
3072,Mill Valley,USA,1954-04-01,$30K - $50K,M,1,High School Degree,Skilled Manual
3073,Cliffside,Canada,1959-05-08,$30K - $50K,M,3,Partial College,Skilled Manual
3074,Cliffside,Canada,1979-10-19,$130K - $150K,F,3,High School Degree,Professional
3075,Yakima,USA,1917-07-27,$50K - $70K,M,3,Bachelors Degree,Professional
3076,San Gabriel,USA,1954-10-08,$30K - $50K,F,1,High School Degree,Skilled Manual
3077,Mexico City,Mexico,1933-02-14,$30K - $50K,M,5,High School Degree,Skilled Manual
3078,Richmond,USA,1969-09-06,$30K - $50K,M,4,Partial High School,Manual
3079,Lakewood,USA,1950-06-10,$10K - $30K,M,4,Partial High School,Skilled Manual
3080,Orizaba,Mexico,1940-06-04,$30K - $50K,M,4,High School Degree,Manual
3081,Coronado,USA,1950-08-26,$90K - $110K,F,2,Bachelors Degree,Professional
3082,Beverly Hills,USA,1933-05-25,$50K - $70K,F,1,Bachelors Degree,Management
3083,Langford,Canada,1951-08-23,$30K - $50K,F,3,High School Degree,Manual
3084,Shawnee,Canada,1941-11-08,$30K - $50K,F,1,High School Degree,Manual
3085,Tixapan,Mexico,1927-06-25,$50K - $70K,M,3,Bachelors Degree,Management
3086,Renton,USA,1915-02-21,$30K - $50K,M,1,High School Degree,Manual
3087,Glendale,USA,1912-02-24,$70K - $90K,M,2,Graduate Degree,Professional
3088,Richmond,Canada,1913-10-11,$30K - $50K,F,1,High School Degree,Skilled Manual
3089,Victoria,Canada,1950-08-15,$30K - $50K,M,2,High School Degree,Manual
3090,Vancouver,Canada,1944-02-07,$30K - $50K,F,4,High School Degree,Manual
3091,Royal Oak,Canada,1978-09-04,$10K - $30K,F,3,Partial High School,Skilled Manual
3092,Kirkland,USA,1919-11-20,$50K - $70K,M,0,Bachelors Degree,Management
3093,Lemon Grove,USA,1930-11-24,$70K - $90K,F,4,High School Degree,Professional
3094,Grossmont,USA,1940-06-23,$10K - $30K,M,2,Partial High School,Skilled Manual
3095,Mill Valley,USA,1953-11-25,$30K - $50K,M,5,High School Degree,Manual
3096,Victoria,Canada,1975-07-16,$50K - $70K,M,3,Bachelors Degree,Management
3097,Pomona,USA,1959-09-19,$30K - $50K,M,1,Partial College,Manual
3098,Issaquah,USA,1962-10-04,$30K - $50K,M,3,High School Degree,Manual
3099,Beverly Hills,USA,1936-05-24,$30K - $50K,M,4,High School Degree,Manual
3100,Santa Monica,USA,1970-07-17,$30K - $50K,M,3,High School Degree,Skilled Manual
3101,Beaverton,USA,1926-10-19,$70K - $90K,M,3,Bachelors Degree,Professional
3102,La Jolla,USA,1934-10-01,$10K - $30K,M,1,Partial High School,Manual
3103,Imperial Beach,USA,1975-10-13,$150K +,F,1,High School Degree,Professional
3104,Portland,USA,1938-04-24,$30K - $50K,M,4,High School Degree,Manual
3105,Burien,USA,1937-09-25,$30K - $50K,M,4,Partial College,Clerical
3106,Redwood City,USA,1963-11-15,$50K - $70K,M,4,Bachelors Degree,Professional
3107,West Covina,USA,1971-06-20,$10K - $30K,F,1,Partial High School,Manual
3108,Langford,Canada,1960-10-14,$30K - $50K,F,1,High School Degree,Skilled Manual
3109,Milwaukie,USA,1933-06-14,$30K - $50K,M,4,High School Degree,Manual
3110,Oak Bay,Canada,1963-06-27,$50K - $70K,F,1,Bachelors Degree,Professional
3111,Lemon Grove,USA,1950-10-10,$50K - $70K,M,1,Bachelors Degree,Management
3112,Walla Walla,USA,1935-03-26,$50K - $70K,F,3,Bachelors Degree,Professional
3113,Lebanon,USA,1950-01-26,$10K - $30K,M,3,Partial High School,Skilled Manual
3114,Los Angeles,USA,1927-02-19,$30K - $50K,M,5,High School Degree,Manual
3115,Downey,USA,1937-04-09,$10K - $30K,M,3,Partial High School,Manual
3116,West Covina,USA,1933-02-26,$50K - $70K,F,2,Partial High School,Skilled Manual
3117,Bellingham,USA,1921-02-26,$30K - $50K,M,2,Partial College,Skilled Manual
3118,Burlingame,USA,1973-02-16,$70K - $90K,M,3,Partial High School,Professional
3119,Metchosin,Canada,1964-07-13,$70K - $90K,F,1,Graduate Degree,Professional
3120,Colma,USA,1971-11-06,$30K - $50K,M,1,Partial High School,Skilled Manual
3121,Lakewood,USA,1944-05-16,$50K - $70K,M,4,Bachelors Degree,Professional
3122,Redmond,USA,1931-02-02,$50K - $70K,F,1,High School Degree,Skilled Manual
3123,Vancouver,Canada,1971-05-05,$50K - $70K,F,5,Bachelors Degree,Management
3124,Bremerton,USA,1959-03-02,$50K - $70K,F,4,Partial High School,Skilled Manual
3125,Merida,Mexico,1963-07-27,$150K +,M,5,Bachelors Degree,Management
3126,Daly City,USA,1968-06-21,$30K - $50K,F,1,Partial College,Clerical
3127,Arcadia,USA,1975-04-17,$70K - $90K,F,2,Bachelors Degree,Management
3128,Long Beach,USA,1933-07-14,$110K - $130K,M,2,High School Degree,Professional
3129,Colma,USA,1911-02-11,$10K - $30K,M,4,Partial High School,Skilled Manual
3130,Albany,USA,1920-11-02,$70K - $90K,F,5,Bachelors Degree,Professional
3131,Seattle,USA,1976-06-03,$10K - $30K,F,2,Partial High School,Skilled Manual
3132,Ballard,USA,1946-04-01,$70K - $90K,F,4,Bachelors Degree,Professional
3133,Lincoln Acres,USA,1966-12-25,$50K - $70K,M,3,Bachelors Degree,Professional
3134,N. Vancouver,Canada,1910-08-12,$10K - $30K,F,3,Partial High School,Manual
3135,Bellingham,USA,1945-12-18,$50K - $70K,F,1,Bachelors Degree,Professional
3136,Victoria,Canada,1914-01-08,$90K - $110K,F,1,High School Degree,Professional
3137,Tlaxiaco,Mexico,1919-03-15,$30K - $50K,M,2,High School Degree,Skilled Manual
3138,La Cruz,Mexico,1966-05-17,$50K - $70K,M,1,Bachelors Degree,Management
3139,El Cajon,USA,1968-04-17,$70K - $90K,F,5,Bachelors Degree,Professional
3140,Downey,USA,1948-10-09,$50K - $70K,M,2,Bachelors Degree,Professional
3141,Berkeley,USA,1915-10-04,$50K - $70K,F,3,Bachelors Degree,Management
3142,Palo Alto,USA,1951-06-22,$10K - $30K,F,2,Partial High School,Manual
3143,Woodland Hills,USA,1932-03-27,$150K +,F,2,Bachelors Degree,Professional
3144,Tlaxiaco,Mexico,1962-03-23,$110K - $130K,F,2,High School Degree,Professional
3145,Imperial Beach,USA,1914-08-02,$110K - $130K,M,5,High School Degree,Management
3146,Burbank,USA,1955-02-17,$30K - $50K,M,4,High School Degree,Skilled Manual
3147,San Carlos,USA,1973-05-15,$30K - $50K,F,2,High School Degree,Manual
3148,Concord,USA,1975-11-11,$50K - $70K,M,4,Bachelors Degree,Professional
3149,Lake Oswego,USA,1969-07-16,$10K - $30K,F,5,High School Degree,Skilled Manual
3150,Tlaxiaco,Mexico,1945-10-27,$30K - $50K,M,4,High School Degree,Manual
3151,Richmond,Canada,1955-05-11,$130K - $150K,F,0,High School Degree,Management
3152,Redmond,USA,1955-02-25,$50K - $70K,M,0,Bachelors Degree,Professional
3153,Albany,USA,1923-11-03,$70K - $90K,F,0,Bachelors Degree,Management
3154,Novato,USA,1916-05-22,$50K - $70K,M,3,Bachelors Degree,Professional
3155,Torrance,USA,1962-03-03,$110K - $130K,F,1,Bachelors Degree,Management
3156,Oak Bay,Canada,1973-06-19,$50K - $70K,F,3,Partial College,Skilled Manual
3157,Santa Monica,USA,1914-05-22,$50K - $70K,M,2,Partial High School,Skilled Manual
3158,Marysville,USA,1912-09-11,$130K - $150K,F,3,Partial High School,Professional
3159,National City,USA,1925-02-13,$130K - $150K,F,3,Bachelors Degree,Professional
3160,Olympia,USA,1948-10-04,$10K - $30K,F,1,Partial High School,Manual
3161,Woodburn,USA,1931-12-06,$10K - $30K,F,3,Partial High School,Skilled Manual
3162,Santa Anita,Mexico,1934-02-19,$70K - $90K,F,1,Bachelors Degree,Professional
3163,Bellflower,USA,1926-05-25,$30K - $50K,F,0,High School Degree,Manual
3164,Torrance,USA,1930-06-21,$10K - $30K,F,1,Partial High School,Skilled Manual
3165,Lynnwood,USA,1956-10-23,$10K - $30K,F,2,Partial High School,Manual
3166,Lemon Grove,USA,1977-02-16,$30K - $50K,M,1,High School Degree,Manual
3167,Sooke,Canada,1936-10-16,$10K - $30K,F,2,Partial High School,Manual
3168,La Cruz,Mexico,1968-04-27,$10K - $30K,M,5,Partial High School,Skilled Manual
3169,Burbank,USA,1980-01-13,$150K +,M,3,Partial High School,Professional
3170,Burbank,USA,1935-02-02,$30K - $50K,M,0,Partial College,Professional
3171,San Jose,USA,1931-06-23,$30K - $50K,F,2,Partial College,Management
3172,Renton,USA,1933-01-01,$10K - $30K,F,1,Partial High School,Skilled Manual
3173,Portland,USA,1975-09-02,$30K - $50K,M,4,High School Degree,Manual
3174,Camacho,Mexico,1935-08-15,$130K - $150K,F,5,Partial College,Professional
3175,Long Beach,USA,1922-01-25,$30K - $50K,F,2,High School Degree,Skilled Manual
3176,Redwood City,USA,1977-05-13,$70K - $90K,M,4,Partial High School,Management
3177,La Cruz,Mexico,1922-04-13,$50K - $70K,M,1,Partial High School,Manual
3178,Oregon City,USA,1939-05-09,$30K - $50K,F,3,High School Degree,Skilled Manual
3179,Spring Valley,USA,1963-04-13,$50K - $70K,F,5,Bachelors Degree,Management
3180,Grossmont,USA,1959-02-03,$10K - $30K,F,4,Partial High School,Skilled Manual
3181,San Diego,USA,1948-02-03,$70K - $90K,F,4,Partial High School,Management
3182,Sedro Woolley,USA,1930-02-20,$30K - $50K,M,3,Partial College,Clerical
3183,Pomona,USA,1933-09-01,$90K - $110K,F,2,Graduate Degree,Professional
3184,Edmonds,USA,1927-10-10,$10K - $30K,F,4,Partial High School,Skilled Manual
3185,Camacho,Mexico,1971-04-20,$30K - $50K,F,2,High School Degree,Skilled Manual
3186,Camacho,Mexico,1958-02-06,$70K - $90K,F,3,High School Degree,Professional
3187,Imperial Beach,USA,1928-05-09,$50K - $70K,F,3,Bachelors Degree,Management
3188,Lakewood,USA,1946-03-03,$30K - $50K,M,2,Partial College,Skilled Manual
3189,Fremont,USA,1950-07-01,$70K - $90K,F,3,Graduate Degree,Management
3190,San Jose,USA,1954-06-22,$10K - $30K,M,3,Partial High School,Skilled Manual
3191,West Covina,USA,1973-07-02,$150K +,F,1,Partial High School,Management
3192,Acapulco,Mexico,1936-01-23,$30K - $50K,M,2,Partial College,Clerical
3193,Lemon Grove,USA,1925-10-04,$10K - $30K,M,2,Partial High School,Skilled Manual
3194,Arcadia,USA,1922-04-11,$70K - $90K,M,1,Graduate Degree,Professional
3195,San Andres,Mexico,1920-03-23,$110K - $130K,M,5,Bachelors Degree,Management
3196,Albany,USA,1948-09-10,$50K - $70K,M,2,High School Degree,Manual
3197,Yakima,USA,1911-08-18,$50K - $70K,F,5,High School Degree,Skilled Manual
3198,Glendale,USA,1925-04-05,$70K - $90K,M,4,Graduate Degree,Professional
3199,San Diego,USA,1933-09-13,$30K - $50K,F,4,High School Degree,Manual
3200,Burlingame,USA,1972-09-03,$10K - $30K,M,4,Partial High School,Skilled Manual
3201,Beaverton,USA,1966-07-26,$50K - $70K,F,0,Partial College,Professional
3202,W. Linn,USA,1927-05-21,$50K - $70K,F,4,Bachelors Degree,Management
3203,Burbank,USA,1929-04-20,$10K - $30K,M,3,Partial High School,Manual
3204,El Cajon,USA,1978-10-12,$30K - $50K,F,0,High School Degree,Skilled Manual
3205,Renton,USA,1957-02-18,$130K - $150K,M,1,Graduate Degree,Professional
3206,Tixapan,Mexico,1923-09-10,$10K - $30K,M,4,Partial High School,Skilled Manual
3207,Ballard,USA,1962-03-03,$70K - $90K,M,5,Bachelors Degree,Management
3208,San Francisco,USA,1935-06-11,$30K - $50K,M,5,High School Degree,Manual
3209,Haney,Canada,1956-11-16,$10K - $30K,M,4,Bachelors Degree,Professional
3210,Hidalgo,Mexico,1927-05-04,$30K - $50K,M,2,High School Degree,Skilled Manual
3211,Anacortes,USA,1957-11-13,$30K - $50K,F,3,High School Degree,Manual
3212,Marysville,USA,1947-02-25,$50K - $70K,F,4,Bachelors Degree,Professional
3213,Albany,USA,1941-09-03,$30K - $50K,M,2,High School Degree,Manual
3214,Berkeley,USA,1917-02-15,$10K - $30K,M,5,Partial High School,Manual
3215,Seattle,USA,1914-03-18,$30K - $50K,M,2,High School Degree,Manual
3216,Glendale,USA,1927-03-16,$10K - $30K,F,1,Partial High School,Manual
3217,Bellingham,USA,1965-12-20,$150K +,M,1,Bachelors Degree,Professional
3218,Port Orchard,USA,1950-04-25,$10K - $30K,F,2,Partial High School,Skilled Manual
3219,Lake Oswego,USA,1926-03-06,$50K - $70K,M,4,Bachelors Degree,Management
3220,N. Vancouver,Canada,1937-05-22,$30K - $50K,F,5,High School Degree,Manual
3221,Beverly Hills,USA,1948-05-25,$50K - $70K,F,4,Bachelors Degree,Management
3222,San Gabriel,USA,1946-08-14,$70K - $90K,M,1,Graduate Degree,Professional
3223,Renton,USA,1959-02-16,$10K - $30K,M,1,Partial High School,Manual
3224,Palo Alto,USA,1912-10-07,$30K - $50K,M,4,Partial High School,Skilled Manual
3225,Hidalgo,Mexico,1965-11-09,$150K +,M,1,Partial High School,Professional
3226,Haney,Canada,1910-05-06,$10K - $30K,M,3,High School Degree,Skilled Manual
3227,La Mesa,USA,1960-04-01,$30K - $50K,F,4,Partial College,Skilled Manual
3228,Chula Vista,USA,1924-06-21,$50K - $70K,M,0,Bachelors Degree,Professional
3229,Daly City,USA,1950-10-23,$30K - $50K,F,1,High School Degree,Skilled Manual
3230,Shawnee,Canada,1953-05-03,$30K - $50K,F,2,Partial College,Clerical
3231,Puyallup,USA,1912-02-03,$10K - $30K,M,3,High School Degree,Manual
3232,Haney,Canada,1956-09-25,$110K - $130K,F,0,High School Degree,Professional
3233,Burbank,USA,1956-04-27,$30K - $50K,F,5,High School Degree,Skilled Manual
3234,Orizaba,Mexico,1911-05-16,$10K - $30K,F,2,Partial High School,Manual
3235,San Jose,USA,1919-11-21,$10K - $30K,F,4,Partial High School,Skilled Manual
3236,Everett,USA,1962-10-08,$70K - $90K,F,3,Partial High School,Management
3237,Daly City,USA,1938-06-20,$30K - $50K,F,0,High School Degree,Skilled Manual
3238,Lake Oswego,USA,1910-08-17,$10K - $30K,M,1,Partial High School,Skilled Manual
3239,Olympia,USA,1955-09-15,$50K - $70K,F,4,Bachelors Degree,Professional
3240,Burbank,USA,1940-03-04,$50K - $70K,M,1,Partial High School,Manual
3241,Oakland,USA,1955-12-04,$150K +,M,2,Partial High School,Management
3242,Bremerton,USA,1932-02-24,$10K - $30K,F,3,Partial High School,Manual
3243,Salem,USA,1956-12-01,$10K - $30K,F,2,Partial High School,Skilled Manual
3244,Merida,Mexico,1952-10-19,$70K - $90K,M,1,Partial College,Management
3245,Puyallup,USA,1940-10-18,$30K - $50K,F,2,Partial College,Management
3246,Arcadia,USA,1923-10-08,$10K - $30K,F,4,Partial High School,Manual
3247,Guadalajara,Mexico,1926-07-16,$10K - $30K,M,3,High School Degree,Manual
3248,Santa Cruz,USA,1926-05-07,$50K - $70K,F,5,Bachelors Degree,Management
3249,Lake Oswego,USA,1958-07-05,$70K - $90K,F,3,Bachelors Degree,Professional
3250,Kirkland,USA,1945-05-19,$10K - $30K,F,3,Partial High School,Skilled Manual
3251,Altadena,USA,1927-11-05,$130K - $150K,F,4,High School Degree,Management
3252,Chula Vista,USA,1933-06-16,$10K - $30K,M,1,Partial High School,Skilled Manual
3253,Corvallis,USA,1949-02-25,$70K - $90K,M,3,Bachelors Degree,Professional
3254,Lynnwood,USA,1941-09-08,$10K - $30K,F,2,Partial High School,Manual
3255,Ladner,Canada,1960-09-15,$70K - $90K,M,3,Graduate Degree,Management
3256,Haney,Canada,1977-10-28,$30K - $50K,F,4,Graduate Degree,Professional
